measurement,ref1_doc1,ref1_doc2,ref1_avg_1,ref1_stdev_1,ref1_toc1,ref1_toc2,ref1_avg_2,ref1_stdev_2,ref2_doc1,ref2_doc2,ref2_avg_1,ref2_stdev_1,ref2_toc1,ref2_toc2,ref2_avg_2,ref2_stdev_2,ant_doc1,ant_doc2,ant_avg_1,ant_stdev_1,ant_toc1,ant_toc2,ant_avg_2,ant_stdev_2,rap_doc1,rap_doc2,rap_avg_1,rap_stdev_1,rap_toc1,rap_toc2,rap_avg_2,rap_stdev_2,tp_doc1,tp_doc2,tp_avg_1,tp_stdev_1,tp_toc1,tp_toc2,tp_avg_2,tp_stdev_2,rbp_doc1,rbp_doc2,rbp_avg_1,rbp_stdev_1,rbp_toc1,rbp_toc2,rbp_avg_2,rbp_stdev_2,arg_doc1,arg_doc2,arg_avg_1,arg_stdev_1,arg_toc1,arg_toc2,arg_avg_2,arg_stdev_2,usgs_doc1,usgs_doc2,usgs_avg_1,usgs_stdev_1,usgs_toc1,usgs_toc2,usgs_avg_2,usgs_stdev_2,blank_1_doc_blank,blank_1_toc_blank
NPOC (ppm),1.32,1.222,1.27,0.07,0.8655,1.032,0.95,0.12,1.243,1.178,1.21,0.05,1.046,1.043,1.04,0.0,1.052,1.043,1.05,0.01,1.917,1.614,1.7655,0.21,1.176,1.183,1.1795,0.0,2.061,1.503,1.78,0.39,0.9259,0.9274,0.92665,0.0,1.87,1.193,1.53,0.48,1.054,1.166,1.11,0.08,1.51,1.557,1.53,0.03,1.376,1.214,1.3,0.11,1.976,1.874,1.925,0.07,1.844,1.893,1.87,0.03,2.514,2.197,2.36,0.22,1.81,0.9012
