measurement,ref1_doc1,ref1_doc2,ref1_avg_1,ref1_stdev_1,ref1_toc1,ref1_toc2,ref1_avg_2,ref1_stdev_2,ant_doc1,ant_doc2,ant_avg_1,ant_stdev_1,ant_toc1,ant_toc2,ant_avg_2,ant_stdev_2,rap_doc1,rap_doc2,rap_avg_1,rap_stdev_1,rap_toc1,rap_toc2,rap_avg_2,rap_stdev_2,rbp_doc1,rbp_doc2,rbp_avg_1,rbp_stdev_1,rbp_toc1,rbp_toc2,rbp_avg_2,rbp_stdev_2,arg_doc1,arg_doc2,arg_avg_1,arg_stdev_1,arg_toc1,arg_toc2,arg_avg_2,arg_stdev_2,usgs_doc1,usgs_doc2,usgs_avg_1,usgs_stdev_1,usgs_toc1,usgs_toc2,usgs_avg_2,usgs_stdev_2
NPOC (ppm),1.51,1.42,1.47,0.06,1.3,1.87,1.59,0.4,1.19,1.23,1.21,0.03,1.45,1.52,1.49,0.05,1.14,1.21,1.18,0.05,1.64,1.58,1.61,0.04,1.57,1.21,1.39,0.25,1.57,1.47,1.52,0.07,1.41,1.22,1.32,0.13,1.4,1.41,1.41,1.41,2.3,1.97,2.14,0.23,9.05,2.3,5.68,4.77
