measurement,ref_1_doc1,ref_1_doc2,ref_1_avg_1,ref_1_stdev_1,ref_1_toc1,ref_1_toc2,ref_1_avg_2,ref_1_stdev_2,ref_2_doc1,ref_2_doc2,ref_2_avg_1,ref_2_stdev_1,ref_2_toc1,ref_2_toc2,ref_2_avg_2,ref_2_stdev_2,ant_doc1,ant_doc2,ant_avg_1,ant_stdev_1,ant_toc1,ant_toc2,ant_avg_2,ant_stdev_2,rap_doc1,rap_doc2,rap_avg_1,rap_stdev_1,rap_toc1,rap_toc2,rap_avg_2,rap_stdev_2,tp_doc1,tp_doc2,tp_avg_1,tp_stdev_1,tp_toc1,tp_toc2,tp_avg_2,tp_stdev_2,rbp_doc1,rbp_doc2,rbp_avg_1,rbp_stdev_1,rbp_toc1,rbp_toc2,rbp_avg_2,rbp_stdev_2,arg_doc1,arg_doc2,arg_avg_1,arg_stdev_1,arg_toc1,arg_toc2_1,arg_toc2_2,arg_avg_2,arg_stdev_2,usgs_doc1,usgs_doc2,usgs_avg_1,usgs_stdev_1,usgs_toc1,usgs_toc2,usgs_avg_2,usgs_stdev_2
NPOC (ppm),1.51,1.42,1.465,0.0636,1.3,187.0,94.15,131.31,,,,,,,,,1.19,1.23,1.21,0.0283,1.45,1.52,1.485,0.0495,1.14,1.21,1.175,0.0495,1.64,1.58,1.61,0.0424,,,,,,,,,1.57,1.21,1.39,0.2546,1.57,1.47,1.52,0.0707,1.41,1.22,1.315,0.1344,1.4,,1.41,1.405,0.0071,2.3,1.97,2.135,0.2333,9.05,2.3,2.3,
