measurement,ref1_doc1,ref1_doc2,ref1_avg_1,ref1_stdev_1,ref1_toc1,ref1_toc2,ref1_avg_2,ref1_stdev_2,ref2_doc1,ref2_doc2,ref2_avg_1,ref2_stdev_1,ref2_toc1,ref2_toc2,ref2_avg_2,ref2_stdev_2,ant_doc1,ant_doc2,ant_avg_1,ant_stdev_1,ant_toc1,ant_toc2,ant_avg_2,ant_stdev_2,rap_doc1,rap_doc2,rap_avg_1,rap_stdev_1,rap_toc1,rap_toc2,rap_avg_2,rap_stdev_2,tp_doc1,tp_doc2,tp_avg_1,tp_stdev_1,tp_toc1,tp_toc2,tp_avg_2,tp_stdev_2,rbp_doc1,rbp_doc2,rbp_avg_1,rbp_stdev_1,rbp_toc1,rbp_toc2,rbp_avg_2,rbp_stdev_2,arg_doc1,arg_doc2,arg_avg_1,arg_stdev_1,arg_toc1,arg_toc2,arg_avg_2,arg_stdev_2,usgs_doc1,usgs_doc2,usgs_avg_1,usgs_stdev_1,usgs_toc1,usgs_toc2,usgs_avg_2,usgs_stdev_2,blank__1_doc_blank,blank__1_toc_blank
NPOC (ppm),1.55,1.44,1.5,0.08,2.36,1.7,2.03,0.47,1.5,1.4,1.45,0.07,2.35,1.75,2.05,0.42,1.66,1.74,1.7,0.06,2.42,2.05,2.235,0.26,1.4,1.28,1.34,0.08,2.34,1.83,2.09,0.36,0.97,1.05,1.01,0.06,1.9,1.1,1.5,0.57,1.24,1.22,1.23,0.01,2.55,1.66,2.11,0.63,1.41,1.26,1.34,0.11,1.7,1.65,1.675,0.04,1.71,1.72,1.72,0.01,2.64,2.04,2.34,0.42,0.42,1.54
