measurement,ref2_doc1,ref2_doc2,ref2_avg_1,ref2_stdev_1,ref2_toc1,ref2_toc2,ref2_avg_2,ref2_stdev_2,ant_doc1,ant_doc2,ant_avg_1,ant_stdev_1,ant_toc1,ant_toc2,ant_avg_2,ant_stdev_2,rap_doc1,rap_doc2,rap_avg_1,rap_stdev_1,rap_toc1,rap_toc2,rap_avg_2,rap_stdev_2,tp_doc1,tp_doc2,tp_avg_1,tp_stdev_1,tp_toc1,tp_toc2,tp_avg_2,tp_stdev_2,rbp_doc1,rbp_doc2,rbp_avg_1,rbp_stdev_1,rbp_toc1,rbp_toc2,rbp_avg_2,rbp_stdev_2,arg_doc1,arg_doc2,arg_avg_1,arg_stdev_1,arg_toc1,arg_toc2,arg_avg_2,arg_stdev_2,usgs_doc1,usgs_doc2,usgs_avg_1,usgs_stdev_1,usgs_toc1,usgs_toc2,usgs_avg_2,usgs_stdev_2,blank_doc_blank,blank_toc_blank
NPOC (ppm),3.034,3.068,3.051,0.024,2.695,2.639,2.667,0.04,3.142,3.006,3.074,0.096,2.651,2.734,2.693,0.059,2.672,2.737,2.705,0.046,2.736,2.65,2.693,0.061,1.123,1.224,1.174,0.071,1.259,1.126,1.193,0.094,2.643,2.533,2.588,0.078,2.425,2.407,2.416,0.013,2.473,2.45,2.462,0.016,2.38,2.48,2.43,0.071,3.325,3.367,3.346,0.03,4.058,3.758,3.908,0.212,1.281,1.238
