measurement,ref1_doc1,ref1_doc2,ref1_avg_1,ref1_stdev_1,ref1_toc1,ref1_toc2,ref1_avg_2,ref1_stdev_2,ref2_doc1,ref2_doc2,ref2_avg_1,ref2_stdev_1,ref2_toc1,ref2_toc2,ref2_avg_2,ref2_stdev_2,ant_doc1,ant_doc2,ant_avg_1,ant_stdev_1,ant_toc1,ant_toc2,ant_avg_2,ant_stdev_2,rap_doc1,rap_doc2,rap_avg_1,rap_stdev_1,rap_toc1,rap_toc2,rap_avg_2,rap_stdev_2,tp_doc1,tp_doc2,tp_avg_1,tp_stdev_1,tp_toc1,tp_toc2,tp_avg_2,tp_stdev_2,rbp_doc1,rbp_doc2,rbp_avg_1,rbp_stdev_1,rbp_toc1,rbp_toc2,rbp_avg_2,rbp_stdev_2,arg_doc1,arg_doc2,arg_avg_1,arg_stdev_1,arg_toc1,arg_toc2,arg_avg_2,arg_stdev_2,usgs_doc1,usgs_doc2,usgs_avg_1,usgs_stdev_1,usgs_toc1,usgs_toc2,usgs_avg_2,usgs_stdev_2,blank_doc_blank,blank_toc_blank,wwtp_doc1,wwtp_doc2,wwtp_avg_1,wwtp_stdev_1,wwtp_toc1,wwtp_toc2,wwtp_avg_2,wwtp_stdev_2
NPOC (ppm),1.144,1.176,1.16,0.02,1.083,1.011,1.05,0.05,1.453,1.49,1.47,0.03,1.181,1.203,1.19,0.02,1.242,1.326,1.28,0.06,1.26,1.326,1.293,0.05,1.295,1.314,1.3045,0.01,1.128,1.093,1.11,0.02,0.837,0.822,0.8295,0.01,0.992,0.861,0.93,0.09,1.031,1.017,1.02,0.01,1.098,1.08,1.09,0.01,1.341,1.234,1.29,0.08,1.334,1.314,1.324,0.01,1.666,1.65,1.66,0.01,1.701,1.64,1.67,0.04,0.323,0.405,5.251,,,,5.733,,,
