measurement,ref1_doc1,ref1_doc2,ref1_avg_1,ref1_stdev_1,ref1_toc1,ref1_toc2,ref1_avg_2,ref1_stdev_2,ref2_doc1,ref2_doc2,ref2_avg_1,ref2_stdev_1,ref2_toc1,ref2_toc2,ref2_avg_2,ref2_stdev_2,ant_doc1,ant_doc2,ant_avg_1,ant_stdev_1,ant_toc1,ant_toc2,ant_avg_2,ant_stdev_2,rap_doc1,rap_doc2,rap_avg_1,rap_stdev_1,rap_toc1,rap_toc2,rap_avg_2,rap_stdev_2,tp_doc1,tp_doc2,tp_avg_1,tp_stdev_1,tp_toc1,tp_toc2,tp_avg_2,tp_stdev_2,rbp_doc1,rbp_doc2,rbp_avg_1,rbp_stdev_1,rbp_toc1,rbp_toc2,rbp_avg_2,rbp_stdev_2,arg_doc1,arg_doc2,arg_avg_1,arg_stdev_1,arg_toc1,arg_toc2,arg_avg_2,arg_stdev_2,usgs_doc1,usgs_doc2,usgs_avg_1,usgs_stdev_1,usgs_toc1,usgs_toc2,usgs_avg_2,usgs_stdev_2,smith_hill_doc_blank,smith_hill_toc_blank
NPOC (ppm),1.86,1.91,1.89,0.04,2.02,2.03,2.03,0.01,2.22,2.31,2.27,0.06,2.15,2.3,2.23,0.11,2.53,2.2,2.37,0.23,2.42,2.26,2.34,0.11,2.31,2.38,2.345,0.05,2.3,2.22,2.26,0.06,1.45,1.37,1.41,0.06,1.41,1.38,1.4,0.02,1.98,1.92,1.95,0.04,1.88,2.03,1.96,0.11,2.24,2.19,2.22,0.04,2.05,2.16,2.105,0.08,3.13,3.06,3.1,0.05,3.5,3.04,3.27,0.33,2.42,2.17
