measurement,ref1_doc1,ref1_doc2,ref1_avg_1,ref1_stdev_1,ref1_toc1,ref1_toc2,ref1_avg_2,ref1_stdev_2,ref2_doc1,ref2_doc2,ref2_avg_1,ref2_stdev_1,ref2_toc1,ref2_toc2,ref2_avg_2,ref2_stdev_2,ant_doc1,ant_doc2,ant_avg_1,ant_stdev_1,ant_toc1,ant_toc2,ant_avg_2,ant_stdev_2,rap_doc1,rap_doc2,rap_avg_1,rap_stdev_1,rap_toc1,rap_toc2,rap_avg_2,rap_stdev_2,tp_doc1,tp_doc2,tp_avg_1,tp_stdev_1,tp_toc1,tp_toc2,tp_avg_2,tp_stdev_2,rbp_doc1,rbp_doc2,rbp_avg_1,rbp_stdev_1,rbp_toc1,rbp_toc2,rbp_avg_2,rbp_stdev_2,arg_doc1,arg_doc2,arg_avg_1,arg_stdev_1,arg_toc1,arg_toc2,arg_avg_2,arg_stdev_2,usgs_doc1,usgs_doc2,usgs_avg_1,usgs_stdev_1,usgs_toc1,usgs_toc2,usgs_avg_2,usgs_stdev_2,blank_doc_blank,blank_toc_blank,wwtp_doc1,wwtp_doc2,wwtp_avg_1,wwtp_stdev_1,wwtp_toc1,wwtp_toc2,wwtp_avg_2,wwtp_stdev_2
NPOC (ppm),1.48,1.5,1.49,0.01,1.33,1.32,1.33,0.01,1.47,1.46,1.47,0.01,1.5,1.36,1.43,0.1,1.71,1.61,1.66,0.07,1.5,1.35,1.425,0.11,1.47,1.44,1.455,0.02,2.6,1.76,2.18,0.59,0.98,0.94,0.96,0.03,2.47,1.03,1.75,1.02,1.31,1.33,1.32,0.01,1.48,1.47,1.48,0.01,1.57,1.52,1.55,0.04,2.73,1.79,2.26,0.66,2.178,2.021,2.1,0.11,3.689,2.26,2.97,1.01,0.5809,1.85,6.073,6.071,6.07,0.0,6.044,5.961,6.0,0.06
