measurement,ref1_doc1,ref1_doc2,ref1_avg_1,ref1_stdev_1,ref1_toc1,ref1_toc2,ref1_avg_2,ref1_stdev_2,ref2_doc1,ref2_doc2,ref2_avg_1,ref2_stdev_1,ref2_toc1,ref2_toc2,ref2_avg_2,ref2_stdev_2,ant_doc1,ant_doc2,ant_avg_1,ant_stdev_1,ant_toc1,ant_toc2,ant_avg_2,ant_stdev_2,rap_doc1,rap_doc2,rap_avg_1,rap_stdev_1,rap_toc1,rap_toc2,rap_avg_2,rap_stdev_2,tp_doc1,tp_doc2,tp_avg_1,tp_stdev_1,tp_toc1,tp_toc2,tp_avg_2,tp_stdev_2,rbp_doc1,rbp_doc2,rbp_avg_1,rbp_stdev_1,rbp_toc1,rbp_toc2,rbp_avg_2,rbp_stdev_2,arg_doc1,arg_doc2,arg_avg_1,arg_stdev_1,arg_toc1,arg_toc2,arg_avg_2,arg_stdev_2,usgs_doc1,usgs_doc2,usgs_avg_1,usgs_stdev_1,usgs_toc1,usgs_toc2,usgs_avg_2,usgs_stdev_2,blank__1_doc_blank,blank__1_toc_blank,wwtp_doc1,wwtp_doc2,wwtp_avg_1,wwtp_stdev_1,wwtp_toc1,wwtp_toc2,wwtp_avg_2,wwtp_stdev_2
NPOC (ppm),2.01,1.97,1.99,0.03,2.08,1.93,2.01,0.11,1.93,2.03,1.98,0.07,1.9,1.85,1.88,0.04,1.92,1.83,1.88,0.06,1.96,1.98,1.97,0.01,1.71,1.99,1.85,0.2,1.73,1.81,1.77,0.06,0.91,0.92,0.915,0.01,1.01,0.88,0.95,0.09,1.71,1.76,1.74,0.04,1.84,1.85,1.85,0.01,1.68,1.84,1.76,0.11,1.71,1.91,1.81,0.14,1.79,1.86,1.83,0.05,1.78,1.94,1.86,0.11,0.21,0.36,7.19,7.14,7.17,0.04,8.62,7.36,7.99,0.89
