measurement,ref1_doc1,ref1_doc2,ref1_avg_1,ref1_stdev_1,ref1_toc1,ref1_toc2,ref1_avg_2,ref1_stdev_2,ref2_doc1,ref2_doc2,ref2_avg_1,ref2_stdev_1,ref2_toc1,ref2_toc2,ref2_avg_2,ref2_stdev_2,ant_doc1,ant_doc2,ant_avg_1,ant_stdev_1,ant_toc1,ant_toc2,ant_avg_2,ant_stdev_2,rap_doc1,rap_doc2,rap_avg_1,rap_stdev_1,rap_toc1,rap_toc2,rap_avg_2,rap_stdev_2,tp_doc1,tp_doc2,tp_avg_1,tp_stdev_1,tp_toc1,tp_toc2,tp_avg_2,tp_stdev_2,rbp_doc1,rbp_doc2,rbp_avg_1,rbp_stdev_1,rbp_toc1,rbp_toc2,rbp_avg_2,rbp_stdev_2,arg_doc1,arg_doc2,arg_avg_1,arg_stdev_1,arg_toc1,arg_toc2,arg_avg_2,arg_stdev_2,usgs_doc1,usgs_doc2,usgs_avg_1,usgs_stdev_1,usgs_toc1,usgs_toc2,usgs_avg_2,usgs_stdev_2,blank_1_doc_blank,blank_1_toc_blank
NPOC (ppm),1.1,1.09,1.1,0.01,1.63,1.11,1.37,0.37,1.1,1.13,1.12,0.02,1.8,1.18,1.49,0.44,1.34,1.21,1.28,0.09,2.02,1.39,1.705,0.45,1.16,1.07,1.115,0.06,1.67,1.2,1.44,0.33,2.5,2.49,2.495,0.01,3.07,2.66,2.87,0.29,1.42,1.37,1.4,0.04,2.1,1.5,1.8,0.42,1.57,1.62,1.6,0.04,1.26,1.22,1.24,0.03,2.1,2.0,2.05,0.07,1.72,1.68,1.7,0.03,0.63,0.77
