measurement,ref1_doc1,ref1_doc2,ref1_avg_1,ref1_stdev_1,ref1_toc1,ref1_toc2,ref1_avg_2,ref1_stdev_2,ref2_doc1,ref2_doc2,ref2_avg_1,ref2_stdev_1,ref2_toc1,ref2_toc2,ref2_avg_2,ref2_stdev_2,ant_doc1,ant_doc2,ant_avg_1,ant_stdev_1,ant_toc1,ant_toc2,ant_avg_2,ant_stdev_2,rap_doc1,rap_doc2,rap_avg_1,rap_stdev_1,rap_toc1,rap_toc2,rap_avg_2,rap_stdev_2,tp_doc1,tp_doc2,tp_avg_1,tp_stdev_1,tp_toc1,tp_toc2,tp_avg_2,tp_stdev_2,rbp_doc1,rbp_doc2,rbp_avg_1,rbp_stdev_1,rbp_toc1,rbp_toc2,rbp_avg_2,rbp_stdev_2,arg_doc1,arg_doc2,arg_avg_1,arg_stdev_1,arg_toc1,arg_toc2,arg_avg_2,arg_stdev_2,usgs_doc1,usgs_doc2,usgs_avg_1,usgs_stdev_1,usgs_toc1,usgs_toc2,usgs_avg_2,usgs_stdev_2,blank_doc_blank,blank_toc_blank
NPOC (ppm),1.268,1.25,1.26,0.01,1.153,1.111,1.13,0.03,2.517,2.45,2.48,0.05,2.288,2.269,2.28,0.01,2.564,2.529,2.55,0.02,2.354,2.306,2.33,0.03,2.548,2.557,2.5525,0.01,2.192,2.235,2.21,0.03,0.9538,0.9819,0.96785,0.02,0.9194,0.8913,0.91,0.02,1.979,1.99,1.98,0.01,2.021,1.985,2.0,0.03,2.024,1.902,1.96,0.09,1.712,1.706,1.709,0.0,2.015,1.942,1.98,0.05,1.868,1.818,1.84,0.04,0.5093,0.4024
