measurement,ref2_doc1,ref2_doc2,ref2_avg_1,ref2_stdev_1,ref2_toc1,ref2_toc2,ref2_avg_2,ref2_stdev_2,ant_doc1,ant_doc2,ant_avg_1,ant_stdev_1,ant_toc1,ant_toc2,ant_avg_2,ant_stdev_2,rap_doc1,rap_doc2,rap_avg_1,rap_stdev_1,rap_toc1,rap_toc2,rap_avg_2,rap_stdev_2,tp_doc1,tp_doc2,tp_avg_1,tp_stdev_1,tp_toc1,tp_toc2,tp_avg_2,tp_stdev_2,rbp_doc1,rbp_doc2,rbp_avg_1,rbp_stdev_1,rbp_toc1,rbp_toc2,rbp_avg_2,rbp_stdev_2,arg_doc1,arg_doc2,arg_avg_1,arg_stdev_1,arg_toc1,arg_toc2,arg_avg_2,arg_stdev_2,usgs_doc1,usgs_doc2,usgs_avg_1,usgs_stdev_1,usgs_toc1,usgs_toc2,usgs_avg_2,usgs_stdev_2,blank_doc_blank,blank_toc_blank
NPOC (ppm),2.2,2.03,2.12,0.12,2.09,2.11,2.1,0.01,2.03,2.15,2.09,0.08,2.06,1.96,2.01,0.07,2.07,2.01,2.04,0.04,2.13,2.18,2.16,0.04,1.13,1.52,1.33,0.28,1.18,1.2,1.19,0.01,1.81,1.89,1.85,0.06,1.18,1.2,1.19,0.01,1.84,1.79,1.82,0.04,1.76,1.72,1.74,0.03,2.56,2.81,2.69,0.18,2.85,2.8,2.83,0.04,1.65,1.3
