measurement,ref1_doc1,ref1_doc2,ref1_avg_1,ref1_stdev_1,ref1_toc1,ref1_toc2,ref1_avg_2,ref1_stdev_2,ref2_doc1,ref2_doc2,ref2_avg_1,ref2_stdev_1,ref2_toc1,ref2_toc2,ref2_avg_2,ref2_stdev_2,ant_doc1,ant_doc2,ant_avg_1,ant_stdev_1,ant_toc1,ant_toc2,ant_avg_2,ant_stdev_2,rap_doc1,rap_doc2,rap_avg_1,rap_stdev_1,rap_toc1,rap_toc2,rap_avg_2,rap_stdev_2,tp_doc1,tp_doc2,tp_avg_1,tp_stdev_1,tp_toc1,tp_toc2,tp_avg_2,tp_stdev_2,rbp_doc1,rbp_doc2,rbp_avg_1,rbp_stdev_1,rbp_toc1,rbp_toc2,rbp_avg_2,rbp_stdev_2,arg_doc1,arg_doc2,arg_avg_1,arg_stdev_1,arg_toc1,arg_toc2,arg_avg_2,arg_stdev_2,usgs_doc1,usgs_doc2,usgs_avg_1,usgs_stdev_1,usgs_toc1,usgs_toc2,usgs_avg_2,usgs_stdev_2,blank_doc_blank,blank_toc_blank
NPOC (ppm),1.14,1.2,1.17,0.04,1.56,1.29,1.43,0.19,1.45,1.33,1.39,0.08,2.08,1.51,1.8,0.4,1.61,1.29,1.45,0.23,2.01,1.49,1.75,0.37,1.19,1.17,1.18,0.01,1.87,1.45,1.66,0.3,1.23,1.36,1.295,0.09,1.89,1.33,1.61,0.4,1.29,1.32,1.31,0.02,1.96,1.6,1.78,0.25,1.34,1.34,1.34,0.0,1.93,1.43,1.68,0.35,2.38,2.42,2.4,0.03,3.06,2.53,2.8,0.37,0.77,0.5
