measurement,ref_2_doc1,ref_2_doc2,ref_2_avg_1,ref_2_stdev_1,ref_2_toc1,ref_2_toc2,ref_2_avg_2,ref_2_stdev_2,ant_doc1,ant_doc2,ant_avg_1,ant_stdev_1,ant_toc1,ant_toc2,ant_avg_2,ant_stdev_2,rap_doc1,rap_doc2,rap_avg_1,rap_stdev_1,rap_toc1,rap_toc2,rap_avg_2,rap_stdev_2,tp_doc1,tp_doc2,tp_avg_1,tp_stdev_1,tp_toc1,tp_toc2,tp_avg_2,tp_stdev_2,rbp_doc1,rbp_doc2,rbp_avg_1,rbp_stdev_1,rbp_toc1,rbp_toc2,rbp_avg_2,rbp_stdev_2,arg_doc1,arg_doc2,arg_avg_1,arg_stdev_1,arg_toc1,arg_toc2,arg_avg_2,arg_stdev_2,usgs_doc1,usgs_doc2,usgs_avg_1,usgs_stdev_1,usgs_toc1,usgs_toc2,usgs_avg_2,usgs_stdev_2
NPOC (ppm),2.87,2.95,2.91,0.06,3.04,2.97,3.01,0.05,2.8,2.78,2.79,0.01,3.33,2.94,3.14,0.28,3.51,2.96,3.24,0.39,2.97,2.97,2.97,0.0,1.21,1.09,1.15,0.08,1.14,1.04,1.09,0.07,2.75,2.92,2.84,0.12,2.92,2.93,2.93,0.01,2.75,2.75,2.75,0.0,2.81,2.77,2.79,0.03,3.06,3.0,3.03,0.04,3.41,3.23,3.32,0.13
