measurement,ref2_doc1,ref2_doc2,ref2_avg_1,ref2_stdev_1,ref2_toc1,ref2_toc2,ref2_avg_2,ref2_stdev_2,ant_doc1,ant_doc2,ant_avg_1,ant_stdev_1,ant_toc1,ant_toc2,ant_avg_2,ant_stdev_2,rap_doc1,rap_doc2,rap_avg_1,rap_stdev_1,rap_toc1,rap_toc2,rap_avg_2,rap_stdev_2,tp_doc1,tp_doc2,tp_avg_1,tp_stdev_1,tp_toc1,tp_toc2,tp_avg_2,tp_stdev_2,rbp_doc1,rbp_doc2,rbp_avg_1,rbp_stdev_1,rbp_toc1,rbp_toc2,rbp_avg_2,rbp_stdev_2,arg_doc1,arg_doc2,arg_avg_1,arg_stdev_1,arg_toc1,arg_toc2,arg_avg_2,arg_stdev_2,usgs_doc1,usgs_doc2,usgs_avg_1,usgs_stdev_1,usgs_toc1,usgs_toc2,usgs_avg_2,usgs_stdev_2,blank_doc_blank,blank_toc_blank
NPOC (ppm),1.96,2.15,2.06,0.13,1.92,1.72,1.82,0.14,2.04,2.09,2.07,0.04,1.82,1.83,1.83,0.01,1.94,2.03,1.99,0.06,1.92,1.98,1.95,0.04,1.35,1.17,1.26,0.13,1.07,1.14,1.11,0.05,1.65,1.75,1.7,0.07,1.67,1.62,1.65,0.04,1.68,1.66,1.67,0.01,1.66,1.69,1.68,0.02,3.26,3.06,3.16,0.14,2.78,2.9,2.84,0.08,1.33,1.07
