measurement,ref_1_doc1,ref_1_doc2,ref_1_avg_1,ref_1_stdev_1,ref_1_toc1,ref_1_toc2,ref_1_avg_2,ref_1_stdev_2,ref2_doc1,ref2_doc2,ref2_avg_1,ref2_stdev_1,ref2_toc1,ref2_toc2,ref2_avg_2,ref2_stdev_2,ant_doc1,ant_doc2,ant_avg_1,ant_stdev_1,ant_toc1,ant_toc2,ant_avg_2,ant_stdev_2,rap_doc1,rap_doc2,rap_avg_1,rap_stdev_1,rap_toc1,rap_toc2,rap_avg_2,rap_stdev_2,tp_doc1,tp_doc2,tp_avg_1,tp_stdev_1,tp_toc1,tp_toc2,tp_avg_2,tp_stdev_2,rbp_doc1,rbp_doc2,rbp_avg_1,rbp_stdev_1,rbp_toc1,rbp_toc2,rbp_avg_2,rbp_stdev_2,arg_doc1,arg_doc2,arg_avg_1,arg_stdev_1,arg_toc1,arg_toc2,arg_avg_2,arg_stdev_2,usgs_doc1,usgs_doc2,usgs_avg_1,usgs_stdev_1,usgs_toc1,usgs_toc2,usgs_avg_2,usgs_stdev_2,tap_water_doc_blank,tap_water_toc_blank
NPOC (ppm),3.39,2.98,3.18,0.29,2.83,2.82,2.83,0.01,3.16,3.2,3.18,0.03,2.87,3.25,3.06,0.27,2.9,3.38,3.14,0.34,2.68,2.94,2.81,0.18,2.96,3.41,3.19,0.32,2.69,2.72,2.7,0.02,1.29,1.4,1.34,0.08,1.04,1.1,1.07,0.04,3.3,3.12,3.21,0.13,2.76,2.8,2.78,0.03,3.24,2.92,3.08,0.23,2.62,2.65,2.63,0.02,2.86,3.3,3.08,0.32,2.67,2.78,2.73,0.08,1.85,1.27
