measurement,ref1_doc1,ref1_doc2,ref1_avg_1,ref1_stdev_1,ref1_toc1,ref1_toc2,ref1_avg_2,ref1_stdev_2,ref2_doc1,ref2_doc2,ref2_avg_1,ref2_stdev_1,ref2_toc1,ref2_toc2,ref2_avg_2,ref2_stdev_2,ant_doc1,ant_doc2,ant_avg_1,ant_stdev_1,ant_toc1,ant_toc2,ant_avg_2,ant_stdev_2,rap_doc1,rap_doc2,rap_avg_1,rap_stdev_1,rap_toc1,rap_toc2,rap_avg_2,rap_stdev_2,tp_doc1,tp_doc2,tp_avg_1,tp_stdev_1,tp_toc1,tp_toc2,tp_avg_2,tp_stdev_2,rbp_doc1,rbp_doc2,rbp_avg_1,rbp_stdev_1,rbp_toc1,rbp_toc2,rbp_avg_2,rbp_stdev_2,arg_doc1,arg_doc2,arg_avg_1,arg_stdev_1,arg_toc1,arg_toc2,arg_avg_2,arg_stdev_2,usgs_doc1,usgs_doc2,usgs_avg_1,usgs_stdev_1,usgs_toc1,usgs_toc2,usgs_avg_2,usgs_stdev_2,blank__1_doc_blank,blank__1_toc_blank
NPOC (ppm),1.347,1.218,1.28,0.09,1.171,1.044,1.11,0.09,1.357,1.499,1.43,0.1,1.171,1.156,1.16,0.01,1.436,1.446,1.44,0.01,1.249,1.273,1.261,0.02,1.231,1.062,1.1465,0.12,1.397,1.245,1.32,0.11,1.325,1.322,1.3235,0.0,1.924,1.472,1.7,0.32,1.099,1.093,1.1,0.0,1.828,1.227,1.53,0.42,1.173,1.177,1.18,0.0,1.852,1.228,1.54,0.44,1.998,1.896,1.95,0.07,1.718,1.722,1.72,0.0,,0.9973
