source,unit,location_name,location_type,variable_name,variable_desc,collected_on,value,medium
CO School of Mines,,GAUGE,station,Total,Total number of individuals per replicate,2012-11-16 07:00:00,1095.6,water
CO School of Mines,,GAUGE,station,Taxa,Number of taxa per replicate,2012-11-16 07:00:00,10.2,water
CO School of Mines,,GAUGE,station,EPT Total,Total Ephemeroptera+Plecoptera+Trichoptera per replicate,2012-11-16 07:00:00,982.2,water
CO School of Mines,,GAUGE,station,EPT Rich,Total Number of Ephemeroptera+Plecoptera+Trichoptera taxa per replicate,2012-11-16 07:00:00,5.2,water
CO School of Mines,,GAUGE,station,Avg Total ,Avg Total number of individuals per site,2012-11-16 07:00:00,1096.0,water
CO School of Mines,,GAUGE,station,Avg Taxa Rich,Avg Number of taxa per site,2012-11-16 07:00:00,10.0,water
CO School of Mines,,GAUGE,station,Avg EPT Total,Avg Total Ephemeroptera+Plecoptera+Trichoptera per site,2012-11-16 07:00:00,982.0,water
CO School of Mines,,GAUGE,station,Avg EPT Rich,Avg Number of Ephemeroptera+Plecoptera+Trichoptera taxa per site,2012-11-16 07:00:00,5.0,water
CO School of Mines,,CONFLUENCE,station,ACENTR,Ephemeroptera Baetidae Acentrella,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,BAETIS,Ephemeroptera Baetidae Baetis,2012-11-16 07:00:00,1126.0,water
CO School of Mines,,CONFLUENCE,station,DIPHAG,Ephemeroptera Baetidae Diphetor,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,DRUDOD,Ephemeroptera Ephemerellidae Drunella,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,DRUGRACOL,Ephemeroptera Ephemerellidae Drunella,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,EPHEM,Ephemeroptera Ephemerellidae Ephemerella,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,SERRAT,Ephemeroptera Ephemerellidae Serratella,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,CINYGM,Ephemeroptera Heptageniidae Cinygmula,2012-11-16 07:00:00,8.0,water
CO School of Mines,,CONFLUENCE,station,EPEORUS,Ephemeroptera Heptageniidae Epeorus,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,RHITHR,Ephemeroptera Heptageniidae Rhithrogena,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,PARALE,Ephemeroptera Leptophlebiidae Paraleptophlebia,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,AMELT,Ephemeroptera Ameletidae Ameletus,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,HEPTAG,Ephemeroptera,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,AMPHIN,Plecoptera Nemouridae Amphinermura,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,CAPNIA,Plecoptera Capniidae Capnia,2012-11-16 07:00:00,42.6,water
CO School of Mines,,CONFLUENCE,station,PRO/POD,Plecoptera Nemouridae Prostoia/Podmosta,2012-11-16 07:00:00,24.0,water
CO School of Mines,,CONFLUENCE,station,ZAPADA,Plecoptera Nemouridae Zapada,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,TAENIO,Plecoptera Taeniopterygidae Taenionema,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,ALLOPE,Plecoptera Chloroperlidae Alloperla,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,SUWALL,Plecoptera Chloroperlidae Suwallia,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,SWELTSA,Plecoptera Chloroperlidae Sweltsa,2012-11-16 07:00:00,5.6,water
CO School of Mines,,CONFLUENCE,station,CLAASS,Plecoptera Perlidae Claassenia,2012-11-16 07:00:00,0.8,water
CO School of Mines,,CONFLUENCE,station,SKWALA,Plecoptera Perlodidae Skwala,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,HESPERO,Plecoptera Perlidae Hesperoperla,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,CHLORO,Plecoptera,2012-11-16 07:00:00,6.4,water
CO School of Mines,,CONFLUENCE,station,ISOPERLA,Plecoptera Perlodidae Isoperla,2012-11-16 07:00:00,2.6,water
CO School of Mines,,CONFLUENCE,station,TRISIG,Plecoptera Chloroperlidae Triznaka,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,PARALEU,Plecoptera Leuctridae Paraleuctra,2012-11-16 07:00:00,9.2,water
CO School of Mines,,CONFLUENCE,station,LEUCSP,Plecoptera,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,PERLOD,Plecoptera,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,EUCAPN,Plecoptera Capniidae Eucapnopsis,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,MEGSIG,Plecoptera Perlodidae Megarcys,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,DIUKNO,Plecoptera Perlodidae Diura,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,DODSII,Plecoptera Taeniopterygidae Doddsia,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,UTACAP,Plecoptera Capniidae Utacapnia,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,BRACHY,Trichoptera Brachycentridae Brachycentrus,2012-11-16 07:00:00,1.6,water
CO School of Mines,,CONFLUENCE,station,MICRAS,Trichoptera Brachycentridae Micrasema,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,ARCGRA,Trichoptera Hydropsychidae Arctopsyche,2012-11-16 07:00:00,615.8,water
CO School of Mines,,CONFLUENCE,station,HYDROPS,Trichoptera Hydropsychidae Hydropsyche,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,LEPIDO,Trichoptera Lepidostomatidae Lepidostoma,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,GLOSSO,Trichoptera,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,RHYACOP,Trichoptera Rhyacophilidae Rhyacophila,2012-11-16 07:00:00,20.0,water
CO School of Mines,,CONFLUENCE,station,ALLOYM,Trichoptera Apataniidae Allomyia,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,NEOTRH,Trichoptera Uenoidae Neothremma,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,HYDROPT,Trichoptera Hydroptilidae Hydroptila,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,LIMNEPH,Trichoptera,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,CHIRON,Diptera Chironomidae Chironomini (tribe),2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,TANYTA,Diptera Chironomidae Tanytarsini (tribe),2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,ORTHOC,Diptera Chironomidae Orthocladiinae (subfamily),2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,TANYPO,Diptera Chironomidae Tanypodinae (subfamily),2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,DIAMES,Diptera Chironomidae Diamesinae (subfamily),2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,CHIROD,Diptera,2012-11-16 07:00:00,313.6,water
CO School of Mines,,CONFLUENCE,station,ATHERIX,Diptera Athericidae Atherix,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,BEZZIA,Diptera Ceratopogonidae Bezzia,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,CLINOC,Diptera Empididae Clinocera,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,CHELIF,Diptera Empididae Chelifera,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,CERATO,Diptera,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,PERICO,Diptera Psychodidae Pericoma,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,SIMULD,Diptera Simuliidae Simulium,2012-11-16 07:00:00,103.6,water
CO School of Mines,,CONFLUENCE,station,ANTOCH,Diptera Tipulidae Antocha,2012-11-16 07:00:00,9.2,water
CO School of Mines,,CONFLUENCE,station,DICRAN,Diptera Tipulidae Dicranota,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,HEXATO,Diptera Tipulidae Hexatoma,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,TIPULA,Diptera Tipulidae Tipula,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,HESPER,Diptera Tipulidae Hesperoconopa,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,NEOPLA,Diptera Empididae Neoplasta,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,WIEDEM,Diptera Empididae Wiedemannia,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,BIBIOC,Diptera Blephariceridae Bibiocephala,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,RHABDO,Diptera Tipulidae Rhabdomastix,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,PROTAN,Diptera Tanyderidae Protanyderus,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,EMPIDID,Diptera,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,HEMERO,Diptera Empididae Hemerodromia,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,LIMNOP,Diptera Tipulidae Limnophila,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,ORMOSIA,Diptera Tipulidae Ormosia,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,DEUTERO,Diptera Deuterophlebiidae Deuterophlebia,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,MUSCID,Diptera,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,HETCOR,Coleoptera Elmidae Heterlimnius,2012-11-16 07:00:00,14.0,water
CO School of Mines,,CONFLUENCE,station,NARPUS,Coleoptera Elmidae Narpus,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,ZAITZE,Coleoptera Elmidae Zaitzevia,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,HYDRAC,Trombidiformes,2012-11-16 07:00:00,1.6,water
CO School of Mines,,CONFLUENCE,station,DYTISC,Coleoptera,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,OLIGOC,Oligochaeta (subclass),2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,POLYCE,Tricladida Planariidae Polycelis,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,NEMATO,Nematoda (phylum),2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,COLLUM,Collembola (subclass),2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,ISOPOD,Isopoda,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,PETROPH,Lepidoptera Crambidae Petrophila,2012-11-16 07:00:00,0.0,water
CO School of Mines,,CONFLUENCE,station,Total,Total number of individuals per replicate,2012-11-16 07:00:00,2304.4,water
CO School of Mines,,CONFLUENCE,station,Taxa,Number of taxa per replicate,2012-11-16 07:00:00,12.6,water
CO School of Mines,,CONFLUENCE,station,EPT Total,Total Ephemeroptera+Plecoptera+Trichoptera per replicate,2012-11-16 07:00:00,1862.6,water
CO School of Mines,,CONFLUENCE,station,EPT Rich,Total Number of Ephemeroptera+Plecoptera+Trichoptera taxa per replicate,2012-11-16 07:00:00,8.4,water
CO School of Mines,,CONFLUENCE,station,Avg Total ,Avg Total number of individuals per site,2012-11-16 07:00:00,2304.0,water
CO School of Mines,,CONFLUENCE,station,Avg Taxa Rich,Avg Number of taxa per site,2012-11-16 07:00:00,13.0,water
CO School of Mines,,CONFLUENCE,station,Avg EPT Total,Avg Total Ephemeroptera+Plecoptera+Trichoptera per site,2012-11-16 07:00:00,1863.0,water
CO School of Mines,,CONFLUENCE,station,Avg EPT Rich,Avg Number of Ephemeroptera+Plecoptera+Trichoptera taxa per site,2012-11-16 07:00:00,8.0,water
CO School of Mines,,UPPER_REFERENCE,station,ACENTR,Ephemeroptera Baetidae Acentrella,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,BAETIS,Ephemeroptera Baetidae Baetis,2013-05-11 07:00:00,77.2,water
CO School of Mines,,UPPER_REFERENCE,station,DIPHAG,Ephemeroptera Baetidae Diphetor,2013-05-11 07:00:00,2.8,water
CO School of Mines,,UPPER_REFERENCE,station,DRUDOD,Ephemeroptera Ephemerellidae Drunella,2013-05-11 07:00:00,0.2,water
CO School of Mines,,UPPER_REFERENCE,station,DRUGRACOL,Ephemeroptera Ephemerellidae Drunella,2013-05-11 07:00:00,14.2,water
CO School of Mines,,UPPER_REFERENCE,station,EPHEM,Ephemeroptera Ephemerellidae Ephemerella,2013-05-11 07:00:00,0.4,water
CO School of Mines,,UPPER_REFERENCE,station,SERRAT,Ephemeroptera Ephemerellidae Serratella,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,CINYGM,Ephemeroptera Heptageniidae Cinygmula,2013-05-11 07:00:00,9.0,water
CO School of Mines,,UPPER_REFERENCE,station,EPEORUS,Ephemeroptera Heptageniidae Epeorus,2013-05-11 07:00:00,13.8,water
CO School of Mines,,UPPER_REFERENCE,station,RHITHR,Ephemeroptera Heptageniidae Rhithrogena,2013-05-11 07:00:00,4.4,water
CO School of Mines,,UPPER_REFERENCE,station,PARALE,Ephemeroptera Leptophlebiidae Paraleptophlebia,2013-05-11 07:00:00,2.8,water
CO School of Mines,,UPPER_REFERENCE,station,AMELT,Ephemeroptera Ameletidae Ameletus,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,HEPTAG,Ephemeroptera,2013-05-11 07:00:00,1.8,water
CO School of Mines,,UPPER_REFERENCE,station,AMPHIN,Plecoptera Nemouridae Amphinermura,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,CAPNIA,Plecoptera Capniidae Capnia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,PRO/POD,Plecoptera Nemouridae Prostoia/Podmosta,2013-05-11 07:00:00,11.2,water
CO School of Mines,,UPPER_REFERENCE,station,ZAPADA,Plecoptera Nemouridae Zapada,2013-05-11 07:00:00,1.0,water
CO School of Mines,,UPPER_REFERENCE,station,TAENIO,Plecoptera Taeniopterygidae Taenionema,2013-05-11 07:00:00,3.4,water
CO School of Mines,,UPPER_REFERENCE,station,ALLOPE,Plecoptera Chloroperlidae Alloperla,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,SUWALL,Plecoptera Chloroperlidae Suwallia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,SWELTSA,Plecoptera Chloroperlidae Sweltsa,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,CLAASS,Plecoptera Perlidae Claassenia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,SKWALA,Plecoptera Perlodidae Skwala,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,HESPERO,Plecoptera Perlidae Hesperoperla,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,CHLORO,Plecoptera,2013-05-11 07:00:00,16.4,water
CO School of Mines,,UPPER_REFERENCE,station,ISOPERLA,Plecoptera Perlodidae Isoperla,2013-05-11 07:00:00,3.4,water
CO School of Mines,,UPPER_REFERENCE,station,TRISIG,Plecoptera Chloroperlidae Triznaka,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,PARALEU,Plecoptera Leuctridae Paraleuctra,2013-05-11 07:00:00,1.6,water
CO School of Mines,,UPPER_REFERENCE,station,LEUCSP,Plecoptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,PERLOD,Plecoptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,EUCAPN,Plecoptera Capniidae Eucapnopsis,2013-05-11 07:00:00,4.8,water
CO School of Mines,,UPPER_REFERENCE,station,MEGSIG,Plecoptera Perlodidae Megarcys,2013-05-11 07:00:00,0.4,water
CO School of Mines,,UPPER_REFERENCE,station,DIUKNO,Plecoptera Perlodidae Diura,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,DODSII,Plecoptera Taeniopterygidae Doddsia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,UTACAP,Plecoptera Capniidae Utacapnia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,BRACHY,Trichoptera Brachycentridae Brachycentrus,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,MICRAS,Trichoptera Brachycentridae Micrasema,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,ARCGRA,Trichoptera Hydropsychidae Arctopsyche,2013-05-11 07:00:00,0.6,water
CO School of Mines,,UPPER_REFERENCE,station,HYDROPS,Trichoptera Hydropsychidae Hydropsyche,2013-05-11 07:00:00,1.6,water
CO School of Mines,,UPPER_REFERENCE,station,LEPIDO,Trichoptera Lepidostomatidae Lepidostoma,2013-05-11 07:00:00,1.6,water
CO School of Mines,,UPPER_REFERENCE,station,GLOSSO,Trichoptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,RHYACOP,Trichoptera Rhyacophilidae Rhyacophila,2013-05-11 07:00:00,67.6,water
CO School of Mines,,UPPER_REFERENCE,station,ALLOYM,Trichoptera Apataniidae Allomyia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,NEOTRH,Trichoptera Uenoidae Neothremma,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,HYDROPT,Trichoptera Hydroptilidae Hydroptila,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,LIMNEPH,Trichoptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,CHIRON,Diptera Chironomidae Chironomini (tribe),2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,TANYTA,Diptera Chironomidae Tanytarsini (tribe),2013-05-11 07:00:00,114.4,water
CO School of Mines,,UPPER_REFERENCE,station,ORTHOC,Diptera Chironomidae Orthocladiinae (subfamily),2013-05-11 07:00:00,35.6,water
CO School of Mines,,UPPER_REFERENCE,station,TANYPO,Diptera Chironomidae Tanypodinae (subfamily),2013-05-11 07:00:00,1.2,water
CO School of Mines,,UPPER_REFERENCE,station,DIAMES,Diptera Chironomidae Diamesinae (subfamily),2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,CHIROD,Diptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,ATHERIX,Diptera Athericidae Atherix,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,BEZZIA,Diptera Ceratopogonidae Bezzia,2013-05-11 07:00:00,5.4,water
CO School of Mines,,UPPER_REFERENCE,station,CLINOC,Diptera Empididae Clinocera,2013-05-11 07:00:00,7.0,water
CO School of Mines,,UPPER_REFERENCE,station,CHELIF,Diptera Empididae Chelifera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,CERATO,Diptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,PERICO,Diptera Psychodidae Pericoma,2013-05-11 07:00:00,21.6,water
CO School of Mines,,UPPER_REFERENCE,station,SIMULD,Diptera Simuliidae Simulium,2013-05-11 07:00:00,3.4,water
CO School of Mines,,UPPER_REFERENCE,station,ANTOCH,Diptera Tipulidae Antocha,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,DICRAN,Diptera Tipulidae Dicranota,2013-05-11 07:00:00,1.6,water
CO School of Mines,,UPPER_REFERENCE,station,HEXATO,Diptera Tipulidae Hexatoma,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,TIPULA,Diptera Tipulidae Tipula,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,HESPER,Diptera Tipulidae Hesperoconopa,2013-05-11 07:00:00,2.0,water
CO School of Mines,,UPPER_REFERENCE,station,NEOPLA,Diptera Empididae Neoplasta,2013-05-11 07:00:00,1.0,water
CO School of Mines,,UPPER_REFERENCE,station,WIEDEM,Diptera Empididae Wiedemannia,2013-05-11 07:00:00,1.6,water
CO School of Mines,,UPPER_REFERENCE,station,BIBIOC,Diptera Blephariceridae Bibiocephala,2013-05-11 07:00:00,0.4,water
CO School of Mines,,UPPER_REFERENCE,station,RHABDO,Diptera Tipulidae Rhabdomastix,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,PROTAN,Diptera Tanyderidae Protanyderus,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,EMPIDID,Diptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,HEMERO,Diptera Empididae Hemerodromia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,LIMNOP,Diptera Tipulidae Limnophila,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,ORMOSIA,Diptera Tipulidae Ormosia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,DEUTERO,Diptera Deuterophlebiidae Deuterophlebia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,MUSCID,Diptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,HETCOR,Coleoptera Elmidae Heterlimnius,2013-05-11 07:00:00,54.6,water
CO School of Mines,,UPPER_REFERENCE,station,NARPUS,Coleoptera Elmidae Narpus,2013-05-11 07:00:00,0.8,water
CO School of Mines,,UPPER_REFERENCE,station,ZAITZE,Coleoptera Elmidae Zaitzevia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,HYDRAC,Trombidiformes,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,DYTISC,Coleoptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,OLIGOC,Oligochaeta (subclass),2013-05-11 07:00:00,3.4,water
CO School of Mines,,UPPER_REFERENCE,station,POLYCE,Tricladida Planariidae Polycelis,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,NEMATO,Nematoda (phylum),2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,COLLUM,Collembola (subclass),2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,ISOPOD,Isopoda,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,PETROPH,Lepidoptera Crambidae Petrophila,2013-05-11 07:00:00,0.0,water
CO School of Mines,,UPPER_REFERENCE,station,Total,Total number of individuals per replicate,2013-05-11 07:00:00,493.4,water
CO School of Mines,,UPPER_REFERENCE,station,Taxa,Number of taxa per replicate,2013-05-11 07:00:00,25.6,water
CO School of Mines,,UPPER_REFERENCE,station,EPT Total,Total Ephemeroptera+Plecoptera+Trichoptera per replicate,2013-05-11 07:00:00,239.8,water
CO School of Mines,,UPPER_REFERENCE,station,EPT Rich,Total Number of Ephemeroptera+Plecoptera+Trichoptera taxa per replicate,2013-05-11 07:00:00,15.4,water
CO School of Mines,,UPPER_REFERENCE,station,Avg Total ,Avg Total number of individuals per site,2013-05-11 07:00:00,493.0,water
CO School of Mines,,UPPER_REFERENCE,station,Avg Taxa Rich,Avg Number of taxa per site,2013-05-11 07:00:00,26.0,water
CO School of Mines,,UPPER_REFERENCE,station,Avg EPT Total,Avg Total Ephemeroptera+Plecoptera+Trichoptera per site,2013-05-11 07:00:00,240.0,water
CO School of Mines,,UPPER_REFERENCE,station,Avg EPT Rich,Avg Number of Ephemeroptera+Plecoptera+Trichoptera taxa per site,2013-05-11 07:00:00,15.0,water
CO School of Mines,,PUMPHOUSE,station,ACENTR,Ephemeroptera Baetidae Acentrella,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,BAETIS,Ephemeroptera Baetidae Baetis,2013-05-11 07:00:00,36.6,water
CO School of Mines,,PUMPHOUSE,station,DIPHAG,Ephemeroptera Baetidae Diphetor,2013-05-11 07:00:00,2.4,water
CO School of Mines,,PUMPHOUSE,station,DRUDOD,Ephemeroptera Ephemerellidae Drunella,2013-05-11 07:00:00,1.0,water
CO School of Mines,,PUMPHOUSE,station,DRUGRACOL,Ephemeroptera Ephemerellidae Drunella,2013-05-11 07:00:00,4.8,water
CO School of Mines,,PUMPHOUSE,station,EPHEM,Ephemeroptera Ephemerellidae Ephemerella,2013-05-11 07:00:00,0.4,water
CO School of Mines,,PUMPHOUSE,station,SERRAT,Ephemeroptera Ephemerellidae Serratella,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,CINYGM,Ephemeroptera Heptageniidae Cinygmula,2013-05-11 07:00:00,9.2,water
CO School of Mines,,PUMPHOUSE,station,EPEORUS,Ephemeroptera Heptageniidae Epeorus,2013-05-11 07:00:00,18.4,water
CO School of Mines,,PUMPHOUSE,station,RHITHR,Ephemeroptera Heptageniidae Rhithrogena,2013-05-11 07:00:00,7.2,water
CO School of Mines,,PUMPHOUSE,station,PARALE,Ephemeroptera Leptophlebiidae Paraleptophlebia,2013-05-11 07:00:00,0.4,water
CO School of Mines,,PUMPHOUSE,station,AMELT,Ephemeroptera Ameletidae Ameletus,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,HEPTAG,Ephemeroptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,AMPHIN,Plecoptera Nemouridae Amphinermura,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,CAPNIA,Plecoptera Capniidae Capnia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,PRO/POD,Plecoptera Nemouridae Prostoia/Podmosta,2013-05-11 07:00:00,20.6,water
CO School of Mines,,PUMPHOUSE,station,ZAPADA,Plecoptera Nemouridae Zapada,2013-05-11 07:00:00,1.6,water
CO School of Mines,,PUMPHOUSE,station,TAENIO,Plecoptera Taeniopterygidae Taenionema,2013-05-11 07:00:00,3.8,water
CO School of Mines,,PUMPHOUSE,station,ALLOPE,Plecoptera Chloroperlidae Alloperla,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,SUWALL,Plecoptera Chloroperlidae Suwallia,2013-05-11 07:00:00,0.0,water
