measurement,ref1_doc2,ref1_avg,ref1_stdev,ref1_toc1,ref1_toc2,ref1_avg,ref1_stdev,ref2_doc1,ref2_doc2,ref2_avg,ref2_stdev,ref2_toc1,ref2_toc2,ref2_avg,ref2_stdev,ant_doc1,ant_doc2,ant_avg,ant_stdev,ant_toc1,ant_toc2,ant_avg,ant_stdev,rap_doc1,rap_doc2,rap_avg,rap_stdev,rap_toc1,rap_toc2,rap_avg,rap_stdev,tp_doc1,tp_doc2,tp_avg,tp_stdev,tp_toc1,tp_toc2,tp_avg,tp_stdev,rbp_doc1,rbp_doc2,rbp_avg,rbp_stdev,rbp_toc1,rbp_toc2,rbp_avg,rbp_stdev,arg_doc1,arg_doc2,arg_avg,arg_stdev,arg_toc1,arg_toc2,arg_avg,arg_stdev,usgs_doc1,usgs_doc2,usgs_avg,usgs_stdev,usgs_toc1,usgs_toc2,usgs_avg,usgs_stdev,blank_1_doc_blank,blank_1_toc_blank
NPOC (ppm),,0.96,,1.09,,0.96,,0.96,,1.12,,1.01,,1.12,,1.12,,1.5,,1.03,,1.5,,1.5,,1.11,,1.15,,1.11,,1.11,,0.66,,0.82,,0.66,,0.66,,0.93,,0.9,,0.93,,0.93,,1.05,,1.06,,1.05,,1.05,,1.87,,1.64,,1.87,,1.87,
