top5_labid,siteid,stateid,latitude,longitude,colldate,landcover1,landcover2,top5_depth,top5_quartz,top5_tot_k_fs,top5_tot_plag,top5_tot_flds,top5_tot_14a,top5_tot_10a,top5_kaolinit,top5_tot_clay,top5_gibbsite,top5_calcite,top5_dolomite,top5_aragon,top5_tot_carb,top5_analcime,top5_heuland,top5_tot_zeol,top5_gypsum,top5_talc,top5_hornbl,top5_serpent,top5_hematite,top5_goethite,top5_pyroxene,top5_pyrite,top5_other,top5_amorph,top5_ag,top5_al,top5_as,top5_ba,top5_be,top5_bi,top5_c_tot,top5_c_inorg,top5_c_org,top5_ca,top5_cd,top5_ce,top5_co,top5_cr,top5_cs,top5_cu,top5_fe,top5_ga,top5_hg,top5_in,top5_k,top5_la,top5_li,top5_mg,top5_mn,top5_mo,top5_na,top5_nb,top5_ni,top5_p,top5_pb,top5_rb,top5_s,top5_sb,top5_sc,top5_se,top5_sn,top5_sr,top5_te,top5_th,top5_ti,top5_tl,top5_u,top5_v,top5_w,top5_y,top5_zn,geoid,geoid_type
C-328818,96,AL,31.3146,-87.1166,02/18/09,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,0.79,2.1,45,0.2,0.07,,,,0.1,<0.1,23.8,1.4,8,<5,5.9,0.52,2.29,0.01,<0.02,0.08,10.3,11,0.03,92,0.39,<0.01,5.3,3.3,200,6.8,11.7,0.01,0.19,1.5,<0.2,0.5,6,<0.1,3.6,0.23,0.1,1.1,13,0.2,4.2,15,NA,block_group
C-328804,208,AL,33.8523,-86.9041,02/26/09,Developed,Low Intensity Residential,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,1.07,1.9,117,0.3,0.08,,,,0.02,<0.1,27.3,3,20,<5,5.4,0.46,2.52,0.02,<0.02,0.24,11.8,9,0.05,182,0.32,0.02,4.8,4.5,190,10.3,19.3,0.01,0.28,1.6,<0.2,0.4,14.6,<0.1,3.1,0.16,0.2,1,16,0.4,5.5,18,NA,block_group
C-328805,288,AL,31.2179,-85.8788,02/18/09,Planted/Cultivated,Fallow,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,0.85,1.8,32,0.1,0.04,,,,0.06,<0.1,36.9,1.2,9,<5,10.1,0.31,1.81,<0.01,<0.02,0.04,20.5,4,0.03,221,0.35,<0.01,3.5,4.1,390,6.8,4.8,<0.01,0.15,1.2,<0.2,0.4,3.8,<0.1,2.3,0.11,<0.1,0.8,10,0.3,15.2,18,NA,block_group
C-328864,656,AL,33.0992,-86.9976,02/23/09,Forested Upland,Evergreen Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.07,3.4,326,1.2,0.14,,,,0.07,<0.1,42.5,9.5,31,<5,14.2,2.28,13.1,0.03,0.04,0.83,20.7,21,0.15,281,1.22,0.04,8.6,11.4,250,12.6,73.4,0.02,0.56,7.2,0.5,1.8,33.7,<0.1,7,0.3,0.4,2.1,57,0.7,10.3,32,NA,block_group
C-328777,912,AL,34.5501,-87.6779,02/25/09,Developed,Low Intensity Residential,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,1.46,3.1,189,0.6,0.09,,,,0.04,<0.1,54.2,7.7,28,<5,6.2,1.07,3.76,0.03,<0.02,0.43,18.2,11,0.06,347,0.6,0.06,8,6.7,210,15.4,24.3,0.01,0.42,3,0.3,0.7,22.9,<0.1,4.8,0.26,0.2,1.7,24,0.6,10,36,NA,block_group
C-328859,1232,AL,34.3577,-87.313,02/26/09,Forested Upland,Deciduous Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,2.22,3.9,145,0.9,0.23,,,,0.02,<0.1,32.3,3.5,26,<5,7.5,1.39,7.6,0.05,0.02,0.37,16,13,0.09,100,0.68,0.04,7.5,7.1,210,15.5,32.6,0.01,0.41,4.7,0.3,0.7,24.3,<0.1,5.1,0.26,0.3,1.6,35,0.5,7.4,24,NA,block_group
C-328793,1312,AL,31.0634,-85.6928,02/19/09,Planted/Cultivated,Fallow,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,2.26,3.6,55,0.3,0.13,,,,0.05,<0.1,57,2.5,25,<5,24.5,0.91,6.12,0.03,<0.02,0.11,23.7,10,0.05,180,0.97,<0.01,9.5,9.9,680,11.4,11,<0.01,0.55,3.2,<0.2,1.4,7.3,<0.1,7,0.32,0.1,1.8,29,0.8,11.5,29,NA,block_group
C-328863,1488,AL,34.2848,-85.6099,02/24/09,Forested Upland,Mixed Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,1.93,4.9,217,0.6,0.19,,,,0.23,0.2,48.9,4.6,21,<5,10.8,1.08,6.12,0.09,0.02,0.33,22.3,22,0.1,591,0.75,0.03,8.3,7.1,440,24.9,31.5,0.03,0.47,2.8,0.4,1.7,30.4,<0.1,5.6,0.28,0.2,2,27,0.8,11.7,50,NA,block_group
C-329053,1680,AL,32.7952,-86.9501,02/23/09,Forested Upland,Evergreen Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,1.79,2.6,83,0.4,0.14,,,,0.01,<0.1,34.8,1.8,20,<5,4.1,1.25,7.04,0.04,0.03,0.21,17,8,0.04,72,0.22,<0.01,2.5,3.8,100,11.6,17.8,<0.01,0.16,3.2,0.2,0.9,11.8,<0.1,7.6,0.33,0.1,1.5,24,<0.1,6,20,NA,block_group
C-328778,1824,AL,31.7278,-87.1307,02/20/09,Developed,Low Intensity Residential,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,1.84,3.6,122,0.3,0.13,,,,0.04,<0.1,22.6,1.9,28,<5,6.5,1.39,5.2,0.02,<0.02,0.32,11.3,9,0.09,72,0.54,0.02,6.5,3.8,410,18.7,23.2,<0.01,0.39,2.9,0.4,1.9,15.7,<0.1,4.8,0.25,0.1,1.2,31,0.5,3.9,37,NA,block_group
C-329056,2144,AL,30.4554,-87.5496,02/17/09,Developed,Low Intensity Residential,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,0.98,3.1,147,0.5,0.08,,,,0.12,<0.1,96.3,1.6,8,<5,2.7,0.3,2.76,0.01,<0.02,0.37,47.9,5,0.08,121,0.44,0.03,5.3,2.4,380,16.4,20.1,<0.01,0.15,1,<0.2,1.6,20,<0.1,15.2,0.25,0.1,2.9,12,0.3,11.2,36,NA,block_group
C-328811,2336,AL,32.1407,-85.5465,02/19/09,Planted/Cultivated,Fallow,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,0.89,2.6,45,0.2,0.08,,,,<0.01,<0.1,94.8,0.8,12,<5,2.2,0.56,2.64,0.02,<0.02,0.11,45.4,6,0.03,76,0.51,<0.01,2,3.1,250,7,10.9,<0.01,0.13,1.5,<0.2,0.3,6.3,<0.1,17.9,0.29,<0.1,2.9,15,0.1,8.2,12,NA,block_group
C-329065,2704,AL,32.9905,-86.651,02/23/09,Forested Upland,Mixed Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,7.24,22.4,405,2.6,0.31,,,,0.06,<0.1,254,6.2,30,<5,20.9,3.3,22.9,0.07,0.07,1.62,117,23,0.16,478,1.07,0.21,9.1,9.1,650,23.9,107,0.02,0.42,10.1,0.7,1.9,49.7,<0.1,19.6,0.23,0.6,2.7,47,0.7,13.7,27,NA,block_group
C-328992,2768,AL,32.5952,-85.5658,02/20/09,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,1.43,1.9,92,0.4,0.1,,,,0.52,<0.1,55.2,2,12,<5,5.2,0.66,5.05,0.04,<0.02,0.17,27.7,7,0.26,269,0.41,0.01,6.7,3.7,630,12.4,17.1,0.02,0.2,1.9,<0.2,1,15.5,<0.1,10.4,0.17,0.1,1.6,16,0.4,6.2,18,NA,block_group
C-328803,2848,AL,32.392,-87.4686,02/21/09,Developed,Low Intensity Residential,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.7,17.4,226,1.6,0.35,,,,0.25,0.2,89.9,14.6,119,<5,16.9,3.61,17.5,0.05,0.08,0.69,38.6,85,0.36,685,1.68,0.08,19.5,28.1,720,30.6,63,0.03,1.07,11.3,0.9,2.6,48.6,<0.1,14.6,0.52,0.6,4,101,1.2,16.8,83,NA,block_group
C-329057,2960,AL,34.0736,-87.9234,02/25/09,Forested Upland,Deciduous Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,1.35,2,50,0.1,0.08,,,,0.02,<0.1,29.7,1.3,16,<5,6.5,0.55,4.28,0.05,<0.02,0.08,13.2,8,0.03,228,0.31,<0.01,0.3,3.7,80,10.4,7.4,0.01,0.05,1.8,0.3,0.3,7.2,<0.1,4.9,0.26,<0.1,0.5,18,<0.1,4.2,9,NA,block_group
C-328990,3052,AL,34.9852,-87.5194,02/25/09,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.02,6.1,276,1.1,0.36,,,,0.05,<0.1,76.4,13.1,48,<5,11.8,1.92,9.1,0.04,0.03,0.68,29.3,20,0.12,899,1.33,0.12,12.5,10.6,510,21.1,53.7,0.02,0.69,4.6,0.5,1.3,35.2,<0.1,9.5,0.39,0.4,2.9,50,1,14.1,50,NA,block_group
C-329052,3168,AL,31.3746,-88.0048,02/17/09,Developed,Low Intensity Residential,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,1.31,1.7,164,0.4,0.1,,,,0.02,<0.1,58.5,7.9,19,<5,5.3,0.61,4.23,0.05,<0.02,0.33,26.4,9,0.04,209,0.26,0.03,2.9,4.4,110,15.9,25.4,<0.01,0.19,2,<0.2,0.7,20.2,<0.1,7.5,0.28,0.2,1.6,16,<0.1,9,16,NA,block_group
C-328870,3472,AL,33.3123,-87.8587,02/21/09,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,0.92,1.5,132,0.4,0.07,,,,0.07,<0.1,36.3,3.7,7,<5,4.3,0.5,3.06,0.02,<0.02,0.27,16.8,7,0.04,127,0.27,0.02,5.2,4,170,7.2,20.9,<0.01,0.17,1.5,<0.2,0.6,18.4,<0.1,4.5,0.23,0.1,1.1,13,0.2,5.8,18,NA,block_group
C-329055,3536,AL,33.6629,-85.66,02/24/09,Planted/Cultivated,Fallow,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.59,9.1,389,1.9,0.23,,,,0.1,0.1,81.4,17.7,41,<5,16.4,3,17.7,0.03,0.05,1.46,33.7,16,0.13,653,0.81,0.17,4.1,15.4,1080,31.8,102,0.02,0.39,9.2,0.5,1.6,41.5,<0.1,12.4,0.13,0.4,2.9,53,0.3,8.8,64,NA,block_group
C-328816,3616,AL,30.8919,-88.0869,02/17/09,Developed,Low Intensity Residential,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,0.26,0.9,24,<0.1,<0.04,,,,<0.01,<0.1,7.97,0.4,3,<5,3,0.14,0.65,0.01,<0.02,0.02,4.4,2,<0.01,15,0.24,<0.01,1.9,1.8,<50,5.5,2.1,<0.01,0.12,0.4,<0.2,0.2,3.9,<0.1,1.2,0.06,<0.1,0.3,4,0.1,1.2,5,NA,block_group
C-328865,3728,AL,32.6467,-86.5986,02/23/09,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,0.96,1.4,92,0.4,0.06,,,,<0.01,<0.1,64.6,2.3,14,<5,4.3,0.43,2.97,0.02,<0.02,0.13,31.5,6,0.04,375,0.3,<0.01,4.6,3.8,220,7.4,13.9,<0.01,0.17,1.5,<0.2,0.7,7.8,<0.1,9.7,0.17,0.1,1.6,13,0.3,11.8,13,NA,block_group
C-328786,3792,AL,33.0284,-85.6592,02/23/09,Developed,Low Intensity Residential,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.32,3.3,164,0.8,0.14,,,,<0.01,<0.1,29.1,3.1,37,<5,15.2,3.06,13.4,0.03,0.05,0.5,10.1,11,0.08,161,0.71,0.03,15.5,9.5,250,13.5,32.5,0.01,0.26,7,0.4,1.8,12,<0.1,8.9,0.5,0.3,2.5,56,0.7,4.8,33,NA,block_group
C-328874,3872,AL,31.9654,-87.0744,02/20/09,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,7.15,5.6,461,2.2,0.35,,,,6.26,0.2,69.8,20.1,76,8,24.2,3.82,21.3,0.02,0.06,1.55,34.4,40,1.02,243,0.57,0.06,10.6,39.6,790,21.3,116,0.04,0.65,12.9,0.5,2,325,<0.1,11.1,0.27,0.5,1.8,195,1,20,120,NA,block_group
C-328876,3984,AL,34.5247,-86.4085,02/24/09,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,2.23,4.6,117,0.5,0.17,,,,0.08,<0.1,51.5,4.2,32,<5,5.9,1.67,7.45,0.02,<0.02,0.29,24.7,16,0.1,176,0.97,0.02,10.9,6.5,410,13.4,28.9,0.01,0.44,3.6,0.4,1,20.8,<0.1,7.6,0.41,0.3,2.6,40,0.6,9.8,28,NA,block_group
C-328791,4192,AL,31.0277,-87.061,02/18/09,Developed,Low Intensity Residential,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,1,1.8,51,0.2,0.08,,,,<0.01,<0.1,33.3,0.9,13,<5,3.6,0.51,2.85,0.02,<0.02,0.08,13.7,5,0.02,53,0.33,<0.01,5,2.5,80,6.5,7.2,<0.01,0.19,2.2,<0.2,0.5,6.1,<0.1,6.6,0.24,<0.1,1.1,15,0.2,4.9,7,NA,block_group
C-328780,4304,AL,34.0374,-87.2118,02/26/09,Forested Upland,Evergreen Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,1.87,2.9,137,0.4,0.08,,,,0.02,0.2,40,3.6,20,<5,5.4,0.76,4.27,0.03,<0.02,0.27,15.9,11,0.08,187,0.45,0.02,5.7,6.6,100,10.1,21.5,<0.01,0.28,2.6,0.3,0.6,18.9,<0.1,4.4,0.22,0.2,1.3,23,0.4,7.6,23,NA,block_group
C-328866,4384,AL,31.4932,-86.1309,02/18/09,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,1.22,2.1,118,0.7,0.06,,,,0.02,<0.1,52.9,4.4,25,<5,9.3,1.23,3.58,0.01,<0.02,0.26,19.5,6,0.06,273,0.42,<0.01,4.7,6.4,480,9.9,28.6,<0.01,0.37,1.9,<0.2,0.6,10.6,<0.1,3.7,0.18,0.1,1.1,24,0.4,19.8,25,NA,block_group
C-328877,4752,AL,33.491,-87.5339,02/26/09,Planted/Cultivated,Fallow,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,2.42,4.7,183,0.7,0.12,,,,0.03,<0.1,34.5,5.3,25,<5,9,1.73,8.25,0.04,0.02,0.49,16,15,0.09,230,0.81,0.02,7.3,7.4,190,12.1,48.6,0.01,0.43,4.5,0.5,1.1,23.3,<0.1,6.1,0.24,0.3,1.7,38,0.5,7.5,25,NA,block_group
C-329001,4816,AL,32.8294,-86.1011,02/23/09,Developed,Low Intensity Residential,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,8.09,2.6,268,2.3,0.11,,,,0.09,<0.1,43.9,5.1,19,<5,9.3,3.18,25.5,0.06,0.06,0.55,24.2,23,0.15,126,0.72,0.01,10.3,8.6,400,17.1,56.6,0.03,0.24,8.8,0.4,4.4,32.9,<0.1,7.8,0.36,0.4,2.7,63,0.5,8.8,48,NA,block_group
C-328867,5008,AL,34.3422,-87.9365,02/25/09,Developed,Low Intensity Residential,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,1.5,2.2,183,0.6,0.07,,,,0.05,<0.1,42.6,5.8,18,<5,6.3,0.87,4.02,0.03,<0.02,0.41,16.8,10,0.07,241,0.41,0.06,6,5.2,140,8.7,27.7,<0.01,0.26,2.4,<0.2,0.7,23.1,<0.1,4.6,0.26,0.2,1.4,22,0.3,8.4,18,NA,block_group
C-328812,5328,AL,34.3654,-87.0215,02/26/09,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.96,12.7,288,1,0.2,,,,0.06,0.1,87.4,16,51,<5,17.3,2.13,10.2,0.07,0.04,0.75,29.8,27,0.16,1070,1.33,0.09,15,18.3,590,39.3,61.5,0.02,0.99,6.3,0.3,1.4,32.9,0.1,10,0.43,0.6,3.8,61,1.3,18.1,94,NA,block_group
C-328814,5408,AL,32.0066,-85.1349,02/19/09,Developed,Low Intensity Residential,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,0.39,0.8,45,<0.1,0.05,,,,<0.01,<0.1,46.7,0.7,7,<5,2.2,0.22,1.15,0.01,<0.02,0.08,22.5,4,0.01,129,0.26,<0.01,5.4,2,160,6,6.1,<0.01,0.11,0.7,<0.2,0.3,5.4,<0.1,7.8,0.21,<0.1,1.5,7,0.3,4.8,7,NA,block_group
C-328796,5472,AL,32.4912,-87.8568,02/21/09,Developed,Low Intensity Residential,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,2.75,13,195,1,0.16,,,,0.28,0.3,75.6,9.9,50,<5,18.7,2.33,7.96,0.03,0.03,0.45,30.5,29,0.15,786,0.83,0.07,10.6,14.8,570,24.2,31.4,0.02,0.69,5.1,0.3,1.3,34.8,<0.1,9.4,0.3,0.2,2.4,50,0.6,13.8,90,NA,block_group
C-328784,5520,AL,33.2135,-88.2789,02/21/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,2.22,2.5,249,0.9,0.07,,,,0.33,0.1,66.1,5,23,<5,4.5,1.32,6.14,0.02,0.02,0.71,32.1,13,0.16,361,0.41,0.14,11.5,7,540,10.3,35.6,0.02,0.18,3.6,0.2,0.7,61,<0.1,9.4,0.3,0.2,2.1,33,0.4,11.6,32,NA,block_group
C-328993,5776,AL,32.9087,-87.3015,02/21/09,Forested Upland,Mixed Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,0.44,0.9,45,0.1,0.05,,,,<0.01,<0.1,17.4,1.2,3,<5,3.3,0.29,1.54,0.02,<0.02,0.09,8.7,4,0.02,57,0.2,<0.01,2.4,2,180,9,8.8,<0.01,0.17,0.7,<0.2,0.7,5.9,<0.1,2.2,0.1,<0.1,0.6,6,0.1,3.5,20,NA,block_group
C-329066,5920,AL,31.44,-87.273,02/18/09,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,1.98,3.7,47,0.3,0.11,,,,0.01,<0.1,38.3,2.1,19,<5,7,0.87,6.09,0.02,<0.02,0.09,14.6,9,0.04,97,0.83,<0.01,7,8.3,270,10.5,12.2,<0.01,0.39,2.6,<0.2,1.6,5.7,<0.1,4.3,0.25,0.1,1.2,26,0.5,7.9,22,NA,block_group
C-328807,6240,AL,30.6595,-87.7096,02/17/09,Developed,Low Intensity Residential,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,1.01,1.9,60,0.2,0.09,,,,0.01,<0.1,24,0.8,13,<5,3.8,0.45,2.39,0.03,<0.02,0.1,8.8,7,0.03,183,0.28,<0.01,5.5,2.9,70,10.2,8.1,<0.01,0.22,1.7,<0.2,0.6,8.3,<0.1,4.1,0.26,<0.1,0.9,15,0.2,3.6,8,NA,block_group
C-329062,6432,AL,32.1404,-85.8959,02/20/09,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,1.7,2.6,62,0.2,0.09,,,,0.04,<0.1,33.7,1.6,18,<5,7.8,0.82,4.91,0.03,<0.02,0.09,14.6,10,0.04,242,0.6,<0.01,7.4,6.5,220,11.9,11.6,<0.01,0.3,2.5,0.2,0.9,8.1,<0.1,4.8,0.26,<0.1,1,23,0.5,7.3,29,NA,block_group
C-329058,6544,AL,33.0422,-87.5904,02/21/09,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,1.38,2.1,158,0.6,0.06,,,,0.03,<0.1,36.8,4.7,7,<5,5,0.56,3.88,0.03,<0.02,0.26,15.7,8,0.06,590,0.37,0.04,2.4,6.7,100,7.9,23.7,<0.01,0.14,1.6,<0.2,0.4,16,<0.1,3,0.09,0.2,0.9,15,0.1,9.4,18,NA,block_group
C-329061,6688,AL,30.6134,-88.2555,02/17/09,Developed,Low Intensity Residential,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,0.45,0.8,32,0.1,0.04,,,,0.04,<0.1,24.6,0.8,3,<5,2.6,0.25,1.64,<0.01,<0.02,0.04,11.4,4,0.03,96,0.27,<0.01,3.5,2.1,310,5.5,6.7,<0.01,0.15,0.6,<0.2,0.5,3.4,<0.1,3.4,0.12,<0.1,0.8,8,0.3,3.6,10,NA,block_group
C-328785,6800,AL,32.8959,-86.3391,02/23/09,Forested Upland,Evergreen Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.57,2.1,571,1.3,0.1,,,,<0.01,<0.1,61.8,0.5,39,<5,73.7,1.89,12.5,0.01,0.05,0.48,33.1,6,0.1,25,34.1,<0.01,3,17.8,750,13.3,22.2,0.01,0.1,9.3,6.9,1,23.8,0.1,10.8,0.13,0.5,19,474,0.4,14.9,20,NA,block_group
C-328792,6864,AL,32.5015,-85.1717,02/19/09,Developed,Low Intensity Residential,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,0.47,1.2,61,<0.1,0.04,,,,<0.01,<0.1,25.3,1,6,<5,2.4,0.25,1.09,<0.01,<0.02,0.13,12.6,2,0.01,82,0.08,<0.01,2.4,1.4,140,5.4,6.7,<0.01,0.09,0.6,<0.2,0.2,5.2,<0.1,5.1,0.1,<0.1,0.9,6,0.2,2.7,13,NA,block_group
C-328790,6944,AL,31.9466,-87.2578,02/20/09,Developed,Low Intensity Residential,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,1.76,7,114,0.5,0.09,,,,0.12,<0.1,63.7,4.9,15,<5,5.9,0.78,4.4,0.02,<0.02,0.19,21.7,10,0.06,228,0.47,<0.01,4.1,8.7,190,11.8,21.4,<0.01,0.26,2.5,<0.2,0.6,12.7,<0.1,7.2,0.26,0.2,1.5,22,0.3,7.7,30,NA,block_group
C-328991,7056,AL,34.0191,-87.8219,02/25/09,Developed,Low Intensity Residential,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,0.94,1.7,134,0.3,0.08,,,,0.03,<0.1,34.8,2.6,8,<5,5.1,0.55,3.05,0.02,<0.02,0.28,13.7,7,0.04,85,0.32,0.03,4.6,3.6,100,10.4,20.2,<0.01,0.21,1.5,<0.2,0.6,17.5,<0.1,3.9,0.17,0.2,1.2,14,0.3,6,15,NA,block_group
C-328783,7264,AL,31.8158,-88.3121,02/20/09,Developed,Low Intensity Residential,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,0.72,1.9,76,0.2,0.08,,,,0.02,<0.1,74.8,2.7,9,<5,4.1,0.66,2.27,0.02,<0.02,0.18,31.9,4,0.03,105,<0.05,0.02,<0.1,3.4,50,9.7,9.9,<0.01,<0.05,1.5,<0.2,0.1,9.8,<0.1,11.4,0.24,<0.1,1.9,6,<0.1,6.9,13,NA,block_group
C-329067,7568,AL,33.2574,-87.9498,02/21/09,Planted/Cultivated,Fallow,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.11,4.7,271,0.8,0.13,,,,0.02,<0.1,78.8,5.3,26,<5,8.2,1.28,9.62,0.03,0.03,0.73,31.8,15,0.1,164,0.52,0.09,6.5,7.1,200,17,55.5,0.01,0.28,4.9,0.3,1.2,32.2,<0.1,8.6,0.41,0.3,2.5,38,0.3,15,32,NA,block_group
C-328794,7632,AL,34.0777,-85.9159,02/24/09,Forested Upland,Evergreen Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,2.48,9.2,138,0.6,0.16,,,,0.04,<0.1,43.3,9.1,51,<5,8,2.01,7.31,0.06,0.03,0.32,16.8,25,0.12,328,0.9,0.02,10.7,10.9,300,20.1,29.5,0.01,0.55,4.5,0.5,1,20.3,0.1,7.6,0.34,0.3,2.6,49,0.9,9.7,38,NA,block_group
C-328808,7712,AL,30.9918,-88.2476,02/17/09,Developed,Low Intensity Residential,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,1.18,1.3,48,0.1,0.07,,,,<0.01,<0.1,24.1,0.7,16,<5,6.2,0.39,3.31,0.01,<0.02,0.08,10.6,6,0.03,32,0.31,<0.01,5.1,2.7,100,7.6,7.1,<0.01,0.61,1.8,<0.2,0.6,8.5,<0.1,4.4,0.2,<0.1,1,20,0.3,4.1,7,NA,block_group
C-328795,7888,AL,33.2072,-86.0474,02/23/09,Forested Upland,Evergreen Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,1.78,3.4,100,0.3,0.12,,,,<0.01,<0.1,40.1,1.6,22,<5,7.1,0.85,4.55,0.04,<0.02,0.2,14.3,13,0.07,60,0.51,0.01,3.3,5.6,80,9.1,18,<0.01,0.28,2.6,<0.2,0.7,14.4,<0.1,5.4,0.3,0.2,1.6,27,0.2,6.4,18,NA,block_group
C-328799,7916,AL,34.6962,-86.121,02/25/09,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,2.82,7.5,210,1.1,0.16,,,,0.13,0.5,73.6,17.1,53,<5,12.4,1.85,8,0.05,0.03,0.52,32.3,29,0.18,1830,1.15,0.04,10.3,17.2,1120,29.6,49.5,0.02,0.75,5.3,0.2,1.3,31.2,<0.1,8.2,0.32,0.4,2.9,50,1,22.9,100,NA,block_group
C-328860,7968,AL,32.0475,-86.7708,02/20/09,Developed,Low Intensity Residential,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.49,8,303,1.6,0.17,,,,12.1,0.3,60.9,9.9,80,<5,16.6,3.39,18.4,0.02,0.06,1.26,28.4,103,0.49,179,1.82,0.1,10.7,23.7,1130,19,70.4,0.04,0.35,10.6,0.4,2.6,242,<0.1,9.7,0.36,0.3,2.6,66,0.7,11.9,113,NA,block_group
C-328999,8080,AL,33.7451,-86.4163,02/24/09,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,1.59,4.3,88,0.5,0.11,,,,0.04,<0.1,35.1,5.1,33,<5,7.3,1.35,4.94,0.02,<0.02,0.18,13.9,13,0.06,315,0.94,0.01,4.8,7.4,260,11.3,19.6,0.01,0.36,2.5,0.5,0.6,14.4,<0.1,4.3,0.17,0.2,1.6,32,0.4,9.3,30,NA,block_group
C-328871,8400,AL,34.1757,-86.8882,02/26/09,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.29,7.2,306,1.1,0.17,,,,0.2,0.1,43.1,6.2,34,<5,9.9,1.89,10.2,0.05,0.03,0.61,21.3,21,0.14,647,0.66,0.05,7.1,10.2,480,19.2,60.5,0.03,0.45,5.3,0.4,1.4,41.2,<0.1,6.1,0.24,0.4,1.9,41,0.6,9.1,45,NA,block_group
