top5_labid,siteid,stateid,latitude,longitude,colldate,landcover1,landcover2,top5_depth,top5_quartz,top5_tot_k_fs,top5_tot_plag,top5_tot_flds,top5_tot_14a,top5_tot_10a,top5_kaolinit,top5_tot_clay,top5_gibbsite,top5_calcite,top5_dolomite,top5_aragon,top5_tot_carb,top5_analcime,top5_heuland,top5_tot_zeol,top5_gypsum,top5_talc,top5_hornbl,top5_serpent,top5_hematite,top5_goethite,top5_pyroxene,top5_pyrite,top5_other,top5_amorph,top5_ag,top5_al,top5_as,top5_ba,top5_be,top5_bi,top5_c_tot,top5_c_inorg,top5_c_org,top5_ca,top5_cd,top5_ce,top5_co,top5_cr,top5_cs,top5_cu,top5_fe,top5_ga,top5_hg,top5_in,top5_k,top5_la,top5_li,top5_mg,top5_mn,top5_mo,top5_na,top5_nb,top5_ni,top5_p,top5_pb,top5_rb,top5_s,top5_sb,top5_sc,top5_se,top5_sn,top5_sr,top5_te,top5_th,top5_ti,top5_tl,top5_u,top5_v,top5_w,top5_y,top5_zn,geoid,geoid_type
C-325913,8852,NM,33.5549,-106.0018,04/17/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.3,4.8,864,1.5,0.11,,,,6.38,0.2,71.8,10.5,21,<5,20.6,3.85,12.1,0.02,0.04,1.96,42.9,23,0.86,618,1.05,1.62,29.7,8.8,1220,15,66.9,0.09,0.48,7.3,<0.2,1.2,673,<0.1,7.4,0.5,0.3,1.6,118,1,16,56,NA,block_group
C-323882,8923,NM,35.8242,-108.8745,04/17/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.76,6.9,790,1.7,0.16,,,,0.45,0.2,58.7,7.8,16,6,14.9,1.94,11.3,0.02,0.04,2.24,32,20,0.46,300,0.73,0.9,10.7,10,380,20.8,90.3,0.02,1.47,7.8,<0.2,1.4,133,<0.1,12.1,0.32,0.6,2.9,57,1,17.6,61,NA,block_group
C-326036,9003,NM,36.0056,-106.7668,04/09/09,Forested Upland,Mixed Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.65,3.5,345,1.8,0.18,,,,1.17,0.3,44.2,8.3,58,5,25.4,2.75,11.8,0.03,0.04,1.56,23.2,26,0.84,585,0.47,0.56,9.6,27.5,540,15.1,76.5,0.03,0.59,9.5,0.2,1.6,75.3,<0.1,7.5,0.29,0.4,1.7,56,1.1,12.9,76,NA,block_group
C-323896,9108,NM,33.7443,-107.67,04/20/09,Forested Upland,Mixed Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,7.75,4.1,881,3,0.2,,,,0.99,0.1,79.7,9.3,18,5,16.3,2.89,17.2,0.02,0.05,2.81,43.1,29,0.64,615,0.71,1.5,16.6,13,460,21.6,110,0.02,0.48,9.4,<0.2,2.1,291,<0.1,17.1,0.36,0.5,3,66,1.3,25.3,68,NA,block_group
C-326011,9195,NM,35.6196,-103.6794,04/04/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,2.42,2.4,342,0.6,0.1,,,,0.19,0.1,26.5,3.2,9,<5,6.5,0.77,6.31,0.01,<0.02,1.11,13.3,12,0.15,171,0.3,0.44,4.5,5.4,160,9.9,48.5,<0.01,0.32,2.4,<0.2,0.6,65.7,<0.1,4.1,0.11,0.3,1,18,0.4,8.6,18,NA,block_group
C-325890,9199,NM,34.9125,-105.1546,04/04/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.31,5.7,448,1.4,0.18,,,,0.59,0.2,54.9,6,30,<5,13.2,1.91,9.8,0.02,0.03,1.56,27.2,22,0.42,269,0.55,0.57,9.1,12.7,290,13.1,76.1,0.02,0.58,5.5,<0.2,1.3,95.9,<0.1,7.7,0.27,0.4,1.6,48,0.6,14.6,44,NA,block_group
C-326035,9275,NM,36.7428,-103.315,04/03/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.07,3.8,608,1.1,0.14,,,,0.39,0.2,36.8,5,12,<5,9.4,1.29,10.5,0.01,0.03,1.91,18.4,13,0.22,248,0.68,0.9,8.5,8.9,280,15.8,72.2,0.01,0.51,3.7,<0.2,1,115,<0.1,6,0.17,0.4,1.5,36,0.6,11.9,29,NA,block_group
C-325999,9279,NM,34.6498,-103.9802,04/14/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.34,6.1,425,1.4,0.18,,,,0.34,0.2,52.8,6.8,28,<5,15.1,1.88,10.2,0.03,0.03,1.53,29.7,22,0.34,412,0.73,0.66,10.1,12.8,350,16.1,80,0.02,0.54,6,<0.2,1.1,105,<0.1,7.4,0.22,0.4,1.4,46,0.9,15.9,46,NA,block_group
C-327736,9300,NM,32.3122,-108.8037,04/21/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,8.11,3.8,788,1.5,0.31,,,,1.81,0.2,72.5,13,34,<5,66.1,3.53,21,0.01,0.06,2.46,32.4,25,1.41,695,1.13,2.62,9.2,25.6,840,25.9,125,0.03,0.42,9.3,<0.2,1.3,421,<0.1,9.7,0.44,0.6,1.5,96,1.3,19.2,95,NA,block_group
C-325988,9364,NM,35.2481,-108.2083,04/16/09,Forested Upland,Evergreen Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,2.46,3.1,298,0.7,0.12,,,,0.31,<0.1,38.8,5,20,<5,9.2,0.9,5.25,0.02,<0.02,0.92,22.3,15,0.19,298,0.47,0.45,7.7,7.2,130,10.6,47.5,<0.01,0.41,3.1,<0.2,0.7,72.5,<0.1,5.1,0.19,0.3,1.3,24,0.6,10.5,19,NA,block_group
C-326030,9455,NM,32.5175,-103.5109,04/15/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.18,2.6,350,1,0.16,,,,0.49,0.2,33.6,3.9,15,<5,11.5,1.33,7.57,0.02,0.03,1.22,18.2,17,0.35,200,0.44,0.43,8.5,8.7,250,14,50.3,0.02,0.57,3.8,<0.2,1.1,72,<0.1,6.2,0.2,0.3,1.3,28,0.7,10,37,NA,block_group
C-325985,9535,NM,34.393,-104.4947,04/13/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,1.6,2.2,215,0.4,0.07,,,,0.12,<0.1,18.2,1.7,5,<5,4.8,0.68,3.57,<0.01,<0.02,0.76,10.8,9,0.14,107,0.24,0.23,3.7,4.3,120,6.8,33.7,<0.01,0.24,1.7,<0.2,0.4,51.4,<0.1,2.6,0.09,0.2,0.6,16,0.3,4.9,15,NA,block_group
C-326103,9620,NM,35.0148,-106.679,04/09/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.85,5.5,481,1.7,0.26,,,,4.57,0.5,49.2,9.2,31,8,26.9,2.44,13.8,0.05,0.06,1.67,24.7,41,1.12,500,1.54,0.53,13.4,18.4,1050,29.2,76.1,0.25,0.76,8.6,0.3,2,297,<0.1,8.9,0.25,0.5,2.7,55,1.5,17.3,107,NA,block_group
C-326099,9711,NM,33.0791,-104.6044,04/16/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.1,4.7,578,1.5,0.24,,,,6.29,0.5,54,8.4,26,5,18,1.94,13.6,0.02,0.05,1.86,28.4,22,0.92,524,0.97,0.73,15.4,14.8,770,21.1,86.7,0.03,0.84,6.3,<0.2,1.9,181,<0.1,9.8,0.26,0.6,2,44,1.3,18.9,62,NA,block_group
C-325886,9876,NM,33.8652,-106.671,04/11/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.35,1.7,721,1.1,0.14,,,,1.95,<0.1,39.7,7.8,18,<5,9.9,2.18,12.3,<0.01,0.03,1.57,21.1,11,0.57,344,0.31,1.79,5.9,8.4,380,11.1,58,0.01,0.3,4.8,<0.2,0.9,677,<0.1,3.5,0.24,0.2,0.8,61,0.4,10.3,43,NA,block_group
C-326100,9963,NM,36.7314,-105.5532,04/07/09,Forested Upland,Evergreen Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.15,2.5,762,2.4,0.34,,,,0.78,0.5,71.5,7.7,25,5,21.1,2.11,17.8,0.03,0.09,2.83,33.9,22,0.6,687,2.66,1.38,16.2,14.3,770,43.9,109,0.04,0.85,5.5,0.3,1.7,272,0.4,9.5,0.2,1.1,2.5,44,2.3,14.4,103,NA,block_group
C-325991,9967,NM,34.7114,-105.8529,04/13/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.92,3.8,550,1,0.13,,,,4.6,0.2,39.5,4.5,18,<5,12.5,1.33,8.37,0.02,0.03,1.81,22.2,21,0.68,331,0.54,0.8,8.7,9.6,460,11.9,75.6,0.04,0.48,4.3,<0.2,0.9,287,<0.1,5.6,0.18,0.4,1.3,29,1,13.2,37,NA,block_group
C-326044,10027,NM,36.4757,-106.8278,04/08/09,Forested Upland,Evergreen Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.58,9.8,409,1.5,0.25,,,,0.32,0.1,48.8,6.3,40,7,18.6,2.21,13,0.02,0.05,1.72,25.6,41,0.59,167,1.65,0.37,10,19.7,560,18.8,85.3,0.03,0.83,8,0.5,1.6,89.2,<0.1,9.4,0.25,0.5,2.8,79,1,17,76,NA,block_group
C-325986,10132,NM,32.937,-108.6557,04/21/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6.91,4.8,806,1.7,0.1,,,,4.67,0.2,62.6,32.3,146,26,45.8,6.58,17.5,0.03,0.06,1.24,36.3,77,2.55,1110,1.22,0.91,43.2,78.3,2240,8.1,70.9,0.02,0.63,19.6,<0.2,1.4,753,<0.1,7.5,1.11,0.3,1.3,149,1.6,25.1,77,NA,block_group
C-325891,10219,NM,36.3242,-105.3066,04/07/09,Forested Upland,Mixed Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.62,2.9,617,2.2,0.18,,,,0.46,<0.1,57.7,9.2,32,<5,16.1,2.29,13.1,0.01,0.04,1.91,26.5,34,0.55,301,0.52,1.19,9.8,13.8,290,14.2,91.6,<0.01,0.32,6.5,<0.2,1.5,106,<0.1,7.8,0.33,0.4,2.8,51,0.6,14,56,NA,block_group
C-323874,10223,NM,34.2736,-103.1258,04/14/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,2.03,2,259,0.4,0.06,,,,0.3,<0.1,22.6,2,11,<5,6.2,0.8,3.77,<0.01,<0.02,0.93,11.9,14,0.18,104,0.21,0.2,3.7,5.1,270,7.5,37.9,0.01,0.32,2.4,<0.2,0.6,48.3,<0.1,3.6,0.1,0.2,0.8,24,0.2,4.9,24,NA,block_group
C-325927,10283,NM,36.2599,-107.7373,04/18/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.11,10,688,1.3,0.17,,,,0.53,0.2,62.5,6.5,18,<5,14,1.54,10.7,0.02,0.03,2.14,34.8,16,0.29,519,0.78,1.19,12.2,7.9,410,19.4,102,0.03,0.69,4.8,<0.2,1.1,200,<0.1,8.5,0.27,0.5,2,34,1,16.9,39,NA,block_group
C-325732,10299,NM,36.6976,-104.1175,04/03/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.68,8.1,574,1.7,0.17,,,,7.01,0.4,55.9,10.7,41,<5,22,2.66,13.4,0.02,0.04,1.91,29.1,26,0.71,650,1,0.68,11.9,25.9,890,19.1,83.9,0.05,0.8,8,0.3,1.7,273,<0.1,8.8,0.28,0.5,2.1,93,0.8,19.6,88,NA,block_group
C-325764,10303,NM,35.0433,-103.6122,04/04/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,2.74,2.3,301,0.8,<0.04,,,,0.24,<0.1,27.2,3.9,14,<5,10.3,1.13,6.95,<0.01,<0.02,1.13,13.9,16,0.27,236,0.18,0.44,5.2,8.3,220,9.9,45.7,0.01,0.43,4,<0.2,0.9,56.7,<0.1,4,0.15,0.2,0.9,30,<0.1,8.6,33,NA,block_group
C-327728,10324,NM,31.9359,-108.9424,04/21/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.49,3,476,2.5,0.39,,,,0.67,0.2,96.9,3,5,12,18.7,1.31,16.3,<0.01,0.04,3.79,52,43,0.19,342,0.75,1.78,19.4,4.9,160,25.3,247,<0.01,1.67,3.6,<0.2,2,159,<0.1,17.8,0.2,0.8,3,21,1.6,31,46,NA,block_group
C-325924,10388,NM,34.3323,-108.1431,04/10/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.6,4.8,660,1,0.16,,,,0.49,0.1,52,5.9,17,<5,14.5,1.67,9.23,0.01,0.03,2.2,28.3,17,0.4,294,0.43,0.76,10.4,8.1,290,17,96,0.01,1.03,4.9,<0.2,1,204,<0.1,12.2,0.29,0.5,1.5,43,1,14.8,36,NA,block_group
C-323870,10479,NM,32.7156,-103.5597,04/15/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.91,3.4,411,1.2,0.14,,,,0.57,0.2,46,5.9,26,<5,13.8,1.79,8.29,0.02,0.03,1.29,24.5,20,0.46,294,0.42,0.42,9.6,13,250,13.4,62.6,0.02,0.66,5.6,<0.2,1.2,74.7,<0.1,7.7,0.23,0.4,1.6,34,0.8,13.4,46,NA,block_group
C-327732,10580,NM,31.9287,-107.6706,04/22/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.74,4.8,725,2.2,0.28,,,,2.21,0.2,93.6,6.6,12,<5,13.8,2.51,17.2,0.01,0.05,3.13,50.4,20,0.55,557,1.13,1.96,29,10.3,510,25.6,149,0.01,1.21,5.8,<0.2,2,235,<0.1,10.3,0.36,0.6,1.5,50,1.8,24.9,68,NA,block_group
C-323886,10644,NM,33.6955,-105.8384,04/11/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.92,4,635,1.9,0.13,,,,0.69,0.1,76.9,4.2,11,<5,8.5,2.48,10.8,<0.01,0.04,1.97,40.5,18,0.32,429,0.86,1.55,15,7,250,15.2,66.7,0.01,0.42,5.2,<0.2,1.7,157,<0.1,9,0.27,0.3,1.4,46,0.4,13.7,61,NA,block_group
C-325917,10795,NM,36.6465,-108.2697,04/18/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.97,4.2,688,0.9,0.1,,,,1.23,0.5,46.1,3.6,10,<5,8.2,1.07,8.11,0.01,0.02,2.09,26.9,13,0.32,223,0.55,0.79,6.7,5.9,330,14.3,89.8,0.02,0.54,3.2,<0.2,0.8,157,<0.1,5.8,0.14,0.5,1.2,24,0.6,11.8,34,NA,block_group
C-327750,10900,NM,33.1577,-107.2739,04/18/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.82,4.5,510,1.3,0.15,,,,12.1,0.2,49.4,6.4,20,65,22.4,1.98,10.9,0.01,0.03,1.57,21.6,115,1.05,507,0.6,0.84,9.9,13.2,620,12.7,149,0.02,0.6,5.9,<0.2,1.6,385,<0.1,7.1,0.26,0.9,6,48,2.5,16.8,52,NA,block_group
C-323873,10987,NM,36.3196,-104.3851,04/03/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.28,6.9,516,1.4,0.22,,,,4.6,0.3,53,8.7,34,<5,18.8,2.36,10.6,0.02,0.04,1.63,29.2,22,0.58,416,1.35,0.86,10.3,17.6,610,18.3,63.5,0.03,0.82,8.3,0.5,1.3,178,<0.1,10.1,0.27,0.5,2.5,64,0.9,16.3,59,NA,block_group
C-323887,10991,NM,34.9569,-104.6664,04/04/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.02,7.1,806,1.1,0.11,,,,6.31,0.1,40.2,7.3,15,<5,10.3,1.76,6.14,0.02,<0.02,0.82,19.6,19,0.28,367,0.62,0.21,5.6,12.1,390,12.5,41.9,0.06,0.41,5.2,0.2,0.9,97.4,<0.1,6.5,0.18,0.3,2,42,0.6,10,28,NA,block_group
C-326043,11051,NM,35.6585,-107.0794,04/09/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.75,11.9,438,1.3,0.19,,,,3.09,0.1,44.5,6.4,24,6,16.4,2.4,10.4,0.04,0.04,1.64,22.1,29,1.28,184,0.84,0.54,8.4,14.6,580,16.8,67.4,0.05,0.86,6.7,0.6,1.2,128,<0.1,8.2,0.23,0.4,2.3,61,0.8,14.2,61,NA,block_group
C-326005,11092,NM,32.5018,-106.0559,04/17/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,2.66,2.3,475,0.5,0.09,,,,0.2,<0.1,24.3,2.1,4,<5,3.4,0.73,7.47,<0.01,<0.02,1.62,14.2,11,0.1,99,0.28,0.57,5.2,3.8,80,9.6,64,<0.01,0.34,1.5,<0.2,0.6,80,<0.1,3.2,0.1,0.3,0.7,17,0.4,6.4,15,NA,block_group
C-325996,11243,NM,35.8728,-105.4377,04/06/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.41,3.7,549,0.9,0.11,,,,0.43,0.1,25.8,3.4,13,<5,7.4,1.18,7.47,0.02,<0.02,1.94,15,11,0.18,241,0.41,0.68,6.6,7.4,260,12,73.6,0.01,0.31,3,0.4,0.7,99.6,<0.1,3.7,0.12,0.4,0.9,29,0.5,11.3,25,NA,block_group
C-325898,11247,NM,34.177,-103.6499,04/14/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,2.06,2.8,262,0.6,0.13,,,,0.37,0.1,23.6,2.2,10,<5,24.2,0.77,4.5,<0.01,<0.02,1,12.4,13,0.18,129,0.24,0.31,5,4.8,160,8.5,43.7,0.01,0.37,2.2,<0.2,0.7,71.6,<0.1,3.2,0.12,0.2,0.7,21,0.4,6.3,36,NA,block_group
C-326039,11307,NM,35.5559,-107.9667,04/16/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,2.38,3.7,421,0.7,0.06,,,,0.14,<0.1,21.2,2.9,4,<5,4,0.84,4.78,<0.01,<0.02,1.49,11.9,10,0.12,115,0.21,0.16,3.2,4.6,220,8.9,45.1,0.02,0.33,2,<0.2,0.4,51.8,<0.1,3.2,0.08,0.3,0.7,20,0.3,6.3,21,NA,block_group
C-323891,11327,NM,33.5182,-105.5116,04/17/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.71,8.2,439,1.5,0.13,,,,1.38,0.3,44.9,7.2,14,<5,12.1,1.96,9.27,0.02,0.03,1.23,25,19,0.29,308,1.61,0.32,8.4,14.1,360,16.4,66.3,0.02,0.66,8.2,<0.2,1.3,101,<0.1,8.8,0.21,0.4,2.3,64,0.9,13.2,59,NA,block_group
C-325904,11412,NM,34.5756,-106.7579,04/09/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.18,4.5,673,1.3,0.11,,,,3.63,0.2,37.3,4,10,<5,11.6,1.34,7.9,0.02,0.02,2.01,19.9,18,0.46,285,0.53,1.15,7.4,7.2,710,15,73.2,0.03,0.46,3.1,<0.2,1.4,261,<0.1,4.7,0.17,0.3,1.5,33,0.7,10.7,95,NA,block_group
C-326003,11503,NM,32.485,-104.793,04/16/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.78,5.7,484,1.3,0.2,,,,4.33,0.4,62.2,7.9,30,<5,15.2,2.03,13.4,0.03,0.05,1.78,31.4,22,1.04,393,0.76,0.68,13.1,12.1,430,17.5,86.2,0.04,0.76,5.6,<0.2,1.6,124,<0.1,8.6,0.29,0.5,1.7,35,1,20.7,48,NA,block_group
C-326040,11563,NM,36.7319,-106.1482,04/08/09,Forested Upland,Mixed Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,7.29,1.6,965,1.7,0.16,,,,2.33,<0.1,60,14.6,59,<5,17.1,3.56,19.2,0.01,0.05,1.71,29.8,23,1.15,676,0.69,2.38,13.2,30.2,530,20.1,56.8,0.02,0.32,10.1,<0.2,1.4,770,<0.1,8,0.4,0.4,1.8,102,0.7,14,73,NA,block_group
C-327742,11604,NM,32.6886,-107.5266,04/18/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.83,3.6,596,1.8,0.2,,,,0.9,0.2,74.8,11.5,32,6,26.6,3.33,18.7,0.03,0.04,2.56,41.3,36,0.47,557,1.01,1.4,9.8,21.1,300,23.8,139,0.01,0.5,8.4,<0.2,1.8,247,<0.1,11.6,0.42,0.5,1.9,80,0.6,23.4,66,NA,block_group
C-327751,11668,NM,33.1987,-106.9278,04/18/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,1.94,2.2,253,0.5,0.12,,,,0.2,<0.1,25.4,2.1,5,<5,12.9,1.03,4.18,<0.01,<0.02,0.67,13.3,16,0.14,112,0.32,0.24,4.4,6,110,7.8,30.3,<0.01,0.55,2,<0.2,0.7,44.3,<0.1,3.7,0.12,0.2,0.9,26,0.5,7,21,NA,block_group
C-327727,11796,NM,31.5064,-108.9265,04/21/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,7.88,7.2,455,3.1,0.41,,,,0.71,0.1,110,10.2,32,10,25.4,3.44,21.2,0.03,0.07,2.24,60.2,50,0.67,569,1.03,0.79,21.7,23.2,280,28.8,202,0.01,1.08,10.1,<0.2,2.6,106,<0.1,19.4,0.39,0.8,2.5,73,1.8,40,73,NA,block_group
C-323878,11819,NM,36.8208,-107.7275,04/18/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.35,4.7,671,2.1,0.17,,,,0.52,0.1,69.4,8.9,18,<5,16.3,2.34,14.9,0.02,0.04,2.08,36.7,21,0.52,335,0.97,1.01,10.3,10.4,430,20.1,93.3,0.03,0.55,9.5,<0.2,1.6,140,<0.1,10.7,0.27,0.6,2.8,52,1,15.1,52,NA,block_group
C-323888,11924,NM,33.9348,-108.3317,04/20/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,7.31,4.1,1160,2.5,0.2,,,,1.37,0.2,97.7,22.8,213,<5,31.2,3.95,16.9,0.02,0.06,3.41,45.3,24,1.07,869,0.89,1.89,22.4,132,890,24.2,118,0.01,0.51,11.4,<0.2,2.9,400,<0.1,17,0.66,0.5,2.9,103,1.1,40.5,70,NA,block_group
C-325717,11995,NM,35.3957,-108.667,04/17/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.99,5.5,638,1.8,0.13,,,,1.03,0.2,57.8,9.7,36,6,22.7,2.61,17.1,0.07,0.04,1.97,29.3,29,0.56,280,0.69,0.74,12.4,14.4,430,20.6,91.3,0.02,1.62,9.7,<0.2,1.7,140,<0.1,10.7,0.38,0.5,2.8,81,1.2,19.7,90,NA,block_group
C-326041,12011,NM,36.2185,-103.101,04/03/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,2.75,1.9,418,0.7,0.11,,,,0.2,0.1,28.8,3.1,6,<5,6.1,0.83,7.49,<0.01,<0.02,1.49,14.6,10,0.14,152,0.41,0.44,4.9,5.9,190,11.9,57,<0.01,0.41,2.4,<0.2,0.7,60,<0.1,4.6,0.1,0.3,1,22,0.4,7.8,21,NA,block_group
C-323860,12015,NM,34.7773,-104.5071,04/13/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,2.93,2.9,231,0.9,0.12,,,,1.38,0.1,43.5,4.6,22,<5,9,1.28,5.79,0.01,0.02,0.79,23.2,16,0.31,236,0.28,0.43,5.6,9.6,270,11.2,40.2,0.02,0.4,4.7,<0.2,1,58.9,<0.1,7,0.19,0.2,1.5,31,0.5,9.9,29,NA,block_group
C-323865,12116,NM,32.2992,-105.6432,04/17/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.51,5.4,530,1.3,0.13,,,,4.35,0.2,51.4,6.4,26,<5,12.2,1.91,8.97,0.03,0.03,1.77,28.7,21,0.48,273,0.58,0.76,10.9,12.5,350,13.6,68.2,0.02,0.71,5.8,<0.2,1.2,146,<0.1,9.1,0.27,0.4,1.7,43,0.8,13.9,44,NA,block_group
C-325779,12180,NM,33.7443,-108.9327,04/20/09,Forested Upland,Evergreen Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.26,2.1,616,1.7,0.14,,,,0.87,0.1,35.8,4.1,14,5,12.5,1.65,14.2,<0.01,0.02,2.44,18.5,21,0.22,375,0.58,2.09,10.3,5.7,90,18.2,106,<0.01,0.5,4,<0.2,1.4,220,<0.1,4.8,0.23,0.5,1.3,33,0.4,14,46,NA,block_group
C-325914,12267,NM,36.2316,-104.7984,04/07/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.05,9,337,1.3,0.25,,,,4.02,0.8,56.5,7.8,46,<5,19.7,2.51,10.7,0.03,0.04,1.57,31.5,28,0.8,416,3.39,0.71,11.4,26.3,870,20,78.5,0.05,1.06,8.3,2,1.4,233,<0.1,7.4,0.24,0.9,2.1,90,1,19.6,85,NA,block_group
C-325901,12271,NM,33.6663,-103.4794,04/15/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,2.16,2.8,260,0.8,0.13,,,,0.16,<0.1,28,2.7,13,<5,7.5,0.97,4.8,<0.01,<0.02,0.89,14.8,15,0.16,147,0.29,0.24,5.8,6.2,150,8,44.3,<0.01,0.39,2.6,<0.2,0.8,41.3,<0.1,4.2,0.14,0.2,0.8,25,0.4,7.2,23,NA,block_group
C-325775,12351,NM,34.7488,-103.338,04/14/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.2,4.1,450,1.5,0.06,,,,0.3,0.2,53.5,7.2,26,<5,14.2,1.82,11.2,0.01,0.02,1.62,27,20,0.31,426,0.48,0.63,10.1,12.4,280,15.5,72.4,0.01,0.62,6.5,<0.2,1.3,89.7,<0.1,7.3,0.25,0.4,1.5,47,0.4,15.6,51,NA,block_group
