Top5_LabID,SiteID,StateID,Latitude,Longitude,CollDate,LandCover1,LandCover2,Top5_Depth,Top5_Quartz,Top5_Tot_K_fs,Top5_Tot_Plag,Top5_Tot_Flds,Top5_Tot_14A,Top5_Tot_10A,Top5_Kaolinit,Top5_Tot_Clay,Top5_Gibbsite,Top5_Calcite,Top5_Dolomite,Top5_Aragon,Top5_Tot_Carb,Top5_Analcime,Top5_Heuland,Top5_Tot_Zeol,Top5_Gypsum,Top5_Talc,Top5_Hornbl,Top5_Serpent,Top5_Hematite,Top5_Goethite,Top5_Pyroxene,Top5_Pyrite,Top5_Other,Top5_Amorph,Top5_Ag,Top5_Al,Top5_As,Top5_Ba,Top5_Be,Top5_Bi,Top5_C_Tot,Top5_C_Inorg,Top5_C_Org,Top5_Ca,Top5_Cd,Top5_Ce,Top5_Co,Top5_Cr,Top5_Cs,Top5_Cu,Top5_Fe,Top5_Ga,Top5_Hg,Top5_In,Top5_K,Top5_La,Top5_Li,Top5_Mg,Top5_Mn,Top5_Mo,Top5_Na,Top5_Nb,Top5_Ni,Top5_P,Top5_Pb,Top5_Rb,Top5_S,Top5_Sb,Top5_Sc,Top5_Se,Top5_Sn,Top5_Sr,Top5_Te,Top5_Th,Top5_Ti,Top5_Tl,Top5_U,Top5_V,Top5_W,Top5_Y,Top5_Zn
,,,Degrees,Degrees,,,,cm,wt. %,wt. %,wt. %,wt. %,wt. %,wt. %,wt. %,wt. %,wt. %,wt. %,wt. %,wt. %,wt. %,wt. %,wt. %,wt. %,wt. %,wt. %,wt. %,wt. %,wt. %,wt. %,wt. %,wt. %,wt. %,wt. %,mg/kg,wt. %,mg/kg,mg/kg,mg/kg,mg/kg,wt. %,wt. %,wt. %,wt. %,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,wt. %,mg/kg,mg/kg,mg/kg,wt. %,mg/kg,mg/kg,wt. %,mg/kg,mg/kg,wt. %,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,wt. %,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,wt. %,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg
